employee_id,rating,year,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,Commercial Savvy & Impact,Curiosity & Experimentation,Forward Thinking & Clarity,Growth Drive & Resilience,Insight & Decision Sharpness,"Lead, Inspire & Empower",Quality Delivery Discipline,Social Empathy & Awareness,Synergy & Team Orientation,Value Creation for Users,papi_score,rank,is_top
EMP100961,4.0,2025,Dinda Siregar,524821,3,1,3,6,2,1,3,1,5,29,48,90,CS,Conscientious-Steadiness,ISTP,92.0,30.0,3,,5.0,4.0,,4.0,3.0,4.0,4.0,3.0,3.0,4.7368421052631575,7.5,0
EMP100962,5.0,2025,Kartika Wibowo,465320,4,3,5,1,3,2,3,1,6,40,79,61,,Dominant-Influencer,INFJ,135.0,31.0,9,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,4.0,5.0,4.894736842105263,7.5,1
EMP100963,5.0,2025,Ahmad Permadi,841211,3,2,4,4,1,2,3,3,3,56,66,43,DI,Dominant-Influencer,ISFP,,,4,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,5.823529411764706,7.5,1
EMP100964,5.0,2025,Cahyo Ginting,759272,2,1,4,4,5,1,2,1,5,62,37,68,,Steadiness-Dominant,INTJ,,,4,4.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,4.888888888888889,7.5,1
EMP100965,,2025,Intan Dharma Suharto,579307,2,3,3,5,1,2,1,4,4,37,51,74,CS,Conscientious-Steadiness,INFP,126.0,28.0,1,,,3.0,2.0,2.0,,2.0,4.0,4.0,3.0,4.611111111111111,7.5,0
EMP100966,2.0,2025,Ayu Wijaya Hasibuan,619858,2,2,4,6,4,2,1,2,2,59,21,36,ID,Influencer-Dominant,INFP,140.0,41.0,2,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.5625,7.5,0
EMP100967,3.0,2025,Joko Lestari,493467,4,2,5,3,5,1,1,1,4,42,40,81,DC,Dominant-Conscientious,INTP,99.0,38.0,5,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.842105263157895,7.5,0
EMP100968,,2025,Vania Yudhistira Wibowo,335514,2,4,1,3,5,1,2,3,5,30,60,58,IS,Influencer-Steadiness,ENTP,124.0,32.0,2,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.75,7.5,0
EMP100969,4.0,2025,Nugroho Lukman,282088,3,1,5,5,1,2,2,2,6,53,45,41,IC,Influencer-Conscientious,ISFJ,117.0,37.0,7,4.0,,4.0,5.0,4.0,4.0,5.0,4.0,,4.0,6.166666666666667,7.5,0
EMP100970,4.0,2025,Zaki Candra Ramadhan,506635,4,2,3,6,5,1,2,4,1,26,22,43,DC,Dominant-Conscientious,INTJ,108.0,32.0,5,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.7368421052631575,7.5,0
EMP100971,3.0,2025,Lestari Ananda,480581,1,2,4,2,5,2,3,4,1,22,91,89,CI,Conscientious-Influencer,ENFJ,102.0,38.0,2,3.0,3.0,,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.588235294117647,7.5,0
EMP100972,5.0,2025,Dian Lukman,620442,4,2,2,4,5,3,2,3,6,72,37,66,CS,Conscientious-Steadiness,ESFJ,,,7,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,5.421052631578948,7.5,1
EMP100973,3.0,2025,Anisa Wijaya,231132,1,3,1,3,4,2,2,1,6,45,58,76,SD,Steadiness-Dominant,ENTJ,114.0,28.0,9,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.25,7.5,0
EMP100974,3.0,2025,Luthfi Lestari,203287,2,4,2,4,2,3,1,1,4,43,35,22,IS,Influencer-Steadiness,INFJ,,,6,3.0,2.0,2.0,2.0,,4.0,2.0,3.0,3.0,3.0,5.764705882352941,7.5,0
EMP100975,,2025,Dwi Maulida,454327,3,2,1,6,2,1,3,4,1,75,36,70,DI,Dominant-Influencer,ISFJ,,38.0,7,2.0,,2.0,2.0,2.0,,1.0,1.0,3.0,2.0,5.277777777777778,7.5,0
EMP100976,2.0,2025,Budi Suharto,489743,1,2,3,2,5,3,2,4,1,72,50,99,,Dominant-Influencer,ENTP,92.0,20.0,9,2.0,1.0,3.0,2.0,,1.0,2.0,1.0,2.0,,4.222222222222222,7.5,0
EMP100977,,2025,Rifqi Syahputra,522498,3,4,3,4,4,1,3,1,6,49,28,73,IC,Influencer-Conscientious,ISTJ,,,3,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,99.0,4.0,4.421052631578948,7.5,0
EMP100978,2.0,2025,Ari Aji Pratama,944946,4,1,3,5,4,3,3,2,6,8,35,84,ID,Influencer-Dominant,INTJ,134.0,27.0,10,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.95,7.5,0
EMP100979,2.0,2025,Anisa Mahardika Pradana,249918,3,4,3,5,1,2,3,4,5,87,27,24,SC,Steadiness-Conscientious,ENTP,111.0,25.0,8,3.0,3.0,2.0,3.0,,2.0,,2.0,3.0,,5.157894736842105,7.5,0
EMP100980,4.0,2025,Evi Nabila Siregar,634952,1,4,6,1,3,2,2,1,3,39,65,22,SC,Steadiness-Conscientious,ENTP,124.0,30.0,2,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,5.5,7.5,0
EMP100981,3.0,2025,Bayu Anugrah Sinaga,919986,1,2,3,3,2,1,1,2,3,66,67,56,IC,Influencer-Conscientious,ISFP,138.0,28.0,6,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.2,7.5,0
EMP100982,4.0,2025,Hana Wijaya,209571,3,2,5,6,5,3,3,1,1,15,62,21,DC,Dominant-Conscientious,ISTP,94.0,35.0,1,3.0,4.0,5.0,4.0,5.0,,5.0,,4.0,4.0,5.2105263157894735,7.5,0
EMP100983,3.0,2025,Iman Mahardika Utami,573134,1,4,3,1,2,3,3,1,2,67,48,94,CD,Conscientious-Dominant,INTP,120.0,26.0,3,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,6.0,7.5,0
EMP100984,1.0,2025,Wulan Zulfikar Lestari,434006,4,2,2,2,1,2,1,3,1,33,44,64,SC,Steadiness-Conscientious,ESTJ,118.0,24.0,6,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.631578947368421,7.5,0
EMP100985,1.0,2025,Sari Halim Fauziah,364648,3,4,3,3,1,3,1,4,3,27,36,81,SI,Steadiness-Influencer,ISFJ,89.0,29.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.055555555555555,7.5,0
EMP100986,3.0,2025,Novi Tamba,893147,4,2,3,2,1,3,3,3,5,65,59,70,DI,Dominant-Influencer,ESTJ,101.0,16.0,9,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,5.888888888888889,7.5,0
EMP100987,5.0,2025,Prasetyo Purnama,105970,2,3,1,4,1,1,3,2,2,44,39,26,ID,Influencer-Dominant,ENFJ,,,2,4.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.6875,7.5,1
EMP100988,5.0,2025,Prasetyo Zulfikar,195840,2,2,2,6,3,2,2,3,1,40,47,23,DS,Dominant-Steadiness,ESTP,116.0,18.0,6,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.315789473684211,7.5,1
EMP100989,4.0,2025,Hadi Yudhistira Siregar,213873,4,1,5,5,2,1,1,3,2,38,92,35,CS,Conscientious-Steadiness,INFP,109.0,22.0,5,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.9411764705882355,7.5,0
EMP100990,5.0,2025,Oka Ananda,789945,4,3,6,4,2,3,1,1,6,59,40,32,DI,Dominant-Influencer,ESTJ,,,3,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.35,7.5,1
EMP100991,4.0,2025,Lestari Lukman,391389,4,4,6,4,2,2,1,1,2,35,64,41,CI,Conscientious-Influencer,INFJ,,,9,4.0,5.0,4.0,3.0,3.0,4.0,,3.0,4.0,5.0,4.666666666666667,7.5,0
EMP100992,,2025,Kurnia Tamba,705683,2,2,2,5,3,2,1,1,6,50,22,29,,Influencer-Conscientious,ISTJ,,31.0,10,3.0,4.0,,3.0,,2.0,4.0,3.0,4.0,3.0,5.2105263157894735,7.5,0
EMP100993,4.0,2025,Wulan Purnama,997446,1,4,2,5,5,3,3,3,3,36,40,97,DI,Dominant-Influencer,INFJ,127.0,26.0,2,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,7.5,0
EMP100994,3.0,2025,Rizka Kusuma Rahmawati,632384,2,1,4,2,2,1,2,3,5,80,62,75,SC,Steadiness-Conscientious,INTJ,136.0,34.0,8,2.0,3.0,,3.0,3.0,4.0,2.0,3.0,3.0,3.0,6.2105263157894735,7.5,0
EMP100995,,2025,Anisa Ramadhan,964845,1,4,2,2,2,1,3,3,5,90,35,52,SD,Steadiness-Dominant,ESTJ,117.0,30.0,7,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.833333333333333,7.5,0
EMP100996,4.0,2025,Anisa Saputra,218963,2,1,1,2,2,1,2,1,4,56,98,84,SD,Steadiness-Dominant,ESTJ,106.0,43.0,8,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.95,7.5,0
EMP100997,3.0,2025,Dwi Setiawan,675998,4,3,6,6,2,1,1,1,6,88,85,28,IC,Influencer-Conscientious,ISTP,105.0,27.0,8,2.0,,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,5.7,7.5,0
EMP100998,4.0,2025,Citra Pratama,311233,1,1,1,5,2,2,2,4,4,60,43,73,,Conscientious-Influencer,ISFJ,102.0,31.0,5,3.0,4.0,5.0,5.0,,4.0,4.0,,5.0,4.0,5.764705882352941,7.5,0
EMP100999,3.0,2025,Rani Pratama,752447,4,3,5,1,4,3,1,3,3,7,45,35,CS,Conscientious-Steadiness,,136.0,23.0,2,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.444444444444445,7.5,0
EMP101000,3.0,2025,Eko Maulida,230470,1,1,3,6,4,3,2,2,5,27,80,59,ID,Influencer-Dominant,ESFP,116.0,34.0,9,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.4,7.5,0
EMP101001,4.0,2025,Maya Siregar,771179,2,3,2,1,5,2,2,4,3,42,54,49,SC,Steadiness-Conscientious,INFJ,119.0,17.0,10,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,4.0,,4.95,7.5,0
EMP101002,2.0,2025,Hadi Pratama,731877,2,1,2,2,4,2,1,4,4,72,26,74,CS,Conscientious-Steadiness,,85.0,24.0,9,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,5.2105263157894735,7.5,0
EMP101003,4.0,2025,Bella Utama Zulfikar,991012,2,3,5,3,1,2,1,2,4,55,90,74,,Dominant-Influencer,ISFP,100.0,29.0,6,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,4.0,4.0,5.2105263157894735,7.5,0
EMP101004,4.0,2025,Kurnia Ananda,928551,4,2,4,5,5,3,2,4,3,76,34,28,SC,Steadiness-Conscientious,ISFP,83.0,32.0,9,3.0,4.0,3.0,5.0,4.0,4.0,,3.0,4.0,3.0,4.6,7.5,0
EMP101005,3.0,2025,Eko Ganesha Kurniawan,616390,2,3,5,1,3,2,1,3,5,25,23,75,ID,Influencer-Dominant,,115.0,17.0,4,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.444444444444445,7.5,0
EMP101006,4.0,2025,Yuni Pratama,942625,1,4,5,2,5,3,1,4,5,68,71,40,SI,Steadiness-Influencer,ENFP,132.0,24.0,4,3.0,5.0,3.0,4.0,,4.0,3.0,3.0,3.0,3.0,4.823529411764706,7.5,0
EMP101007,5.0,2025,Prasetyo Subekti,794481,4,2,2,2,5,3,3,4,3,55,82,45,SI,Steadiness-Influencer,ISTJ,85.0,33.0,3,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.8125,7.5,1
EMP101008,2.0,2025,Oka Putra,257490,4,1,1,2,3,1,1,4,3,98,63,62,SC,Steadiness-Conscientious,ISFJ,138.0,17.0,7,2.0,3.0,3.0,,,2.0,,2.0,2.0,3.0,4.7894736842105265,7.5,0
EMP101009,5.0,2025,Lestari Dharma Herlambang,708873,4,3,3,1,3,3,1,4,3,46,50,42,SD,Steadiness-Dominant,INTJ,88.0,15.0,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.2,7.5,1
EMP101010,2.0,2025,Nabila Santoso,749823,4,3,1,6,1,1,3,4,3,97,63,30,CD,Conscientious-Dominant,INTP,125.0,35.0,9,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,4.578947368421052,7.5,0
EMP101011,,2025,Wahyu Jatmiko Siregar,828769,2,3,1,2,2,3,3,4,4,42,72,48,CD,Conscientious-Dominant,ESFJ,134.0,28.0,5,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.35,7.5,0
EMP101012,4.0,2025,Prasetyo Ginting,549422,2,1,4,4,3,2,2,1,3,56,29,85,DC,Dominant-Conscientious,ISTP,,,9,5.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,5.157894736842105,7.5,0
EMP101013,2.0,2025,Putri Pratomo,779125,1,4,4,2,1,3,2,1,2,69,32,86,CS,Conscientious-Steadiness,ENTP,89.0,32.0,4,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,5.833333333333333,7.5,0
EMP101014,4.0,2025,Nurlita Salsabila,338900,2,1,1,2,1,1,1,2,3,35,70,28,DC,Dominant-Conscientious,ESTP,130.0,39.0,10,3.0,4.0,,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.388888888888889,7.5,0
EMP101015,,2025,Umar Wijaya,547334,3,3,4,1,5,3,1,4,4,28,56,98,,Influencer-Steadiness,ENFP,118.0,28.0,5,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.722222222222222,7.5,0
EMP101016,4.0,2025,Vania Pratomo,117075,2,2,3,3,3,2,1,4,3,80,85,79,CI,Conscientious-Influencer,INTP,117.0,20.0,5,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.526315789473684,7.5,0
EMP101017,3.0,2025,Nugroho Lestari Gunawan,578511,2,3,3,2,4,2,3,2,2,0,68,93,,Dominant-Influencer,ISFP,140.0,17.0,8,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.684210526315789,7.5,0
EMP101018,3.0,2025,Rani Kusuma,393025,2,2,6,6,2,1,1,2,5,41,56,65,SC,Steadiness-Conscientious,ESFJ,120.0,27.0,9,3.0,4.0,3.0,4.0,,3.0,4.0,3.0,2.0,2.0,4.277777777777778,7.5,0
EMP101019,,2025,Hadi Mahardika Ridwan,906909,1,3,1,5,2,2,1,3,6,39,44,68,DI,Dominant-Influencer,ENTP,107.0,27.0,9,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.411764705882353,7.5,0
EMP101020,2.0,2025,Wahyu Hidayat,148986,1,4,4,2,4,1,3,1,4,68,82,85,IS,Influencer-Steadiness,ESTJ,93.0,31.0,8,3.0,1.0,2.0,2.0,2.0,,1.0,1.0,3.0,2.0,6.571428571428571,7.5,0
EMP101021,4.0,2025,Rani Fadillah Maulana,379798,3,4,5,6,3,3,3,4,3,8,48,60,SC,Steadiness-Conscientious,,135.0,28.0,10,,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.333333333333333,7.5,0
EMP101022,4.0,2025,Hadi Siregar,134033,2,1,6,4,5,3,3,3,5,65,42,97,DC,Dominant-Conscientious,INTJ,,,10,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,7.5,0
EMP101023,4.0,2025,Yuni Ginting,460178,2,4,3,1,1,3,2,1,6,33,76,45,,Conscientious-Steadiness,,137.0,24.0,5,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.611111111111111,7.5,0
EMP101024,2.0,2025,Citra Situmorang,688308,4,2,6,6,5,1,2,1,6,30,52,38,ID,Influencer-Dominant,ISFJ,98.0,23.0,2,2.0,2.0,1.0,3.0,,2.0,2.0,2.0,2.0,1.0,4.944444444444445,7.5,0
EMP101025,4.0,2025,Tania Lestari Indrawan,297587,3,1,5,5,4,1,2,4,4,29,42,83,CS,Conscientious-Steadiness,ISTP,122.0,24.0,6,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.157894736842105,7.5,0
EMP101026,3.0,2025,Eko Santoso,739417,1,4,6,4,2,3,3,4,1,83,86,91,SC,Steadiness-Conscientious,ISTJ,,,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.666666666666667,7.5,0
EMP101027,2.0,2025,Kartika Anugrah Halim,720859,2,3,4,3,2,3,1,1,4,47,89,37,IC,Influencer-Conscientious,ISFJ,140.0,30.0,7,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,5.368421052631579,7.5,0
EMP101028,4.0,2025,Dwi Sinaga,365169,2,4,4,3,2,3,2,1,3,45,65,78,,Conscientious-Steadiness,INFP,130.0,32.0,2,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.888888888888889,7.5,0
EMP101029,3.0,2025,Ayunda Situmorang,443416,1,1,5,6,4,2,3,2,2,31,22,84,DC,Dominant-Conscientious,ISTJ,103.0,30.0,1,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,4.35,7.5,0
EMP101030,4.0,2025,Dimas Ananda,999361,2,4,3,4,2,2,1,1,5,56,86,64,CD,Conscientious-Dominant,ESFJ,,,10,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.105263157894737,7.5,0
EMP101031,4.0,2025,Putri Wijaya,150376,2,2,5,3,2,3,3,3,4,36,69,50,IC,Influencer-Conscientious,INTP,87.0,32.0,3,,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,5.5625,7.5,0
EMP101032,3.0,2025,Zaki Utama Pratomo,536520,4,2,2,2,3,1,2,2,4,41,72,92,IS,Influencer-Steadiness,ENTJ,96.0,29.0,4,2.0,,,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.882352941176471,7.5,0
EMP101033,3.0,2025,Citra Saputra,659460,2,2,6,2,2,3,2,3,4,27,92,74,ID,Influencer-Dominant,ENTJ,140.0,32.0,7,4.0,3.0,,3.0,3.0,4.0,,3.0,3.0,3.0,5.0,7.5,0
EMP101034,3.0,2025,Citra Rohman,578591,3,2,3,5,4,3,3,4,2,34,69,23,,Influencer-Dominant,,117.0,27.0,10,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0625,7.5,0
EMP101035,,2025,Luthfi Zulfikar,777863,2,2,3,3,3,1,1,1,4,48,96,95,ID,Influencer-Dominant,ENFJ,119.0,25.0,10,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.066666666666666,7.5,0
EMP101036,1.0,2025,Mahendra Santoso,631368,3,1,3,1,3,3,3,1,5,37,100,99,SC,Steadiness-Conscientious,ENFP,131.0,22.0,9,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.294117647058823,7.5,0
EMP101037,3.0,2025,Rani Utama Gunawan,326021,1,4,5,1,3,1,3,2,5,2,28,58,SC,Steadiness-Conscientious,ENFP,138.0,22.0,5,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,4.368421052631579,7.5,0
EMP101038,1.0,2025,Ayunda Lestari Sinaga,121286,3,1,5,6,4,1,1,1,3,43,82,100,CS,Conscientious-Steadiness,,124.0,32.0,8,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,5.15,7.5,0
EMP101039,3.0,2025,Fajar Pamungkas,347604,2,4,6,5,4,1,2,4,5,31,72,78,ID,Influencer-Dominant,ISTJ,111.0,29.0,2,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.842105263157895,7.5,0
EMP101040,3.0,2025,Ayunda Hidayat,518158,1,2,3,4,3,2,3,3,1,73,99,56,IC,Influencer-Conscientious,ISFP,,,1,2.0,0.0,3.0,2.0,2.0,3.0,4.0,3.0,,,5.55,7.5,0
EMP101041,,2025,Hana Dharma Hidayat,980204,2,3,1,2,5,3,3,3,6,50,77,57,CS,Conscientious-Steadiness,INTP,,35.0,1,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.5,7.5,0
EMP101042,4.0,2025,Lestari Utami,888516,4,3,4,4,1,1,1,2,1,5,62,77,IS,Influencer-Steadiness,INFJ,,,2,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,,4.0,5.157894736842105,7.5,0
EMP101043,4.0,2025,Joko Rachman Setiawan,431590,3,3,4,4,1,1,3,4,2,37,50,50,SD,Steadiness-Dominant,ENFJ,,,9,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.6315789473684212,7.5,0
EMP101044,2.0,2025,Nabila Lestari Sinaga,100965,4,4,4,2,1,2,2,3,5,58,98,22,CI,Conscientious-Influencer,ISTJ,94.0,41.0,2,2.0,3.0,1.0,1.0,3.0,1.0,,2.0,2.0,,4.55,7.5,0
EMP101045,4.0,2025,Putri Mahendra,461838,4,4,1,5,1,2,3,3,4,59,44,62,DC,Dominant-Conscientious,INFP,139.0,21.0,9,4.0,4.0,5.0,3.0,,4.0,4.0,4.0,4.0,3.0,5.421052631578948,7.5,0
EMP101046,2.0,2025,Rama Wibowo,612536,4,1,6,3,4,3,2,2,6,56,60,91,IS,Influencer-Steadiness,ISTP,119.0,35.0,7,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,6.166666666666667,7.5,0
EMP101047,3.0,2025,Lestari Ganesha Fauziah,420981,4,1,4,1,2,3,3,3,6,55,82,80,SI,Steadiness-Influencer,ESFJ,89.0,23.0,7,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.8947368421052633,7.5,0
EMP101048,,2025,Rama Nabila Hasibuan,330012,2,4,6,3,3,1,2,3,2,51,33,45,ID,Influencer-Dominant,INTP,81.0,30.0,5,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.111111111111111,7.5,0
EMP101049,3.0,2025,Teguh Subekti,870495,1,2,5,4,3,2,3,3,2,25,67,70,DI,Dominant-Influencer,ENFP,,,6,3.0,3.0,,3.0,3.0,2.0,4.0,3.0,,2.0,3.9444444444444446,7.5,0
EMP101050,4.0,2025,Dimas Saputra Herlambang,210438,2,2,4,6,1,3,3,1,2,23,47,52,IC,Influencer-Conscientious,ENFJ,91.0,17.0,10,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,5.388888888888889,7.5,0
EMP101051,,2025,Bella Permadi,533982,3,2,6,3,5,2,3,1,2,74,52,41,IS,Influencer-Steadiness,ESTP,111.0,21.0,6,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.894736842105263,7.5,0
EMP101052,2.0,2025,Nadia Zulfikar Sinaga,467066,3,3,6,2,5,3,2,4,5,102,95,53,DI,Dominant-Influencer,ISFJ,,33.0,5,3.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,2.0,5.0,7.5,0
EMP101053,,2025,Evi Hartanto,759542,4,1,6,1,3,3,2,2,5,28,74,67,CI,Conscientious-Influencer,ISFJ,133.0,33.0,9,4.0,5.0,4.0,4.0,,3.0,,4.0,4.0,,3.6666666666666665,7.5,0
EMP101054,,2025,Yuni Erlangga Subekti,656817,3,3,5,3,4,3,3,1,3,12,88,38,CD,Conscientious-Dominant,,118.0,28.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.9411764705882355,7.5,0
EMP101055,5.0,2025,Yoga Candra Hartanto,296785,2,1,5,5,3,2,2,3,4,38,63,69,ID,Influencer-Dominant,ESFJ,118.0,25.0,1,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.368421052631579,7.5,1
EMP101056,2.0,2025,Umar Hartanto,880589,2,2,3,4,3,3,3,2,5,33,76,52,DI,Dominant-Influencer,,,,2,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,,5.611111111111111,7.5,0
EMP101057,2.0,2025,Dinda Anggara,818913,2,2,4,6,2,1,1,4,1,44,20,99,,Influencer-Conscientious,ENTP,119.0,28.0,3,3.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,5.470588235294118,7.5,0
EMP101058,1.0,2025,Umar Yulianto,532927,4,2,2,1,2,3,1,2,4,31,70,21,ID,Influencer-Dominant,ENTJ,110.0,18.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,4.352941176470588,7.5,0
EMP101059,4.0,2025,Tania Fadillah Firmansyah,699881,3,3,1,5,3,3,3,1,5,78,24,64,IC,Influencer-Conscientious,ISTP,134.0,28.0,1,4.0,4.0,5.0,,,4.0,4.0,4.0,4.0,4.0,5.333333333333333,7.5,0
EMP101060,3.0,2025,Galih Fauziah,408249,4,2,3,1,3,1,3,3,6,52,42,69,CI,Conscientious-Influencer,ISFJ,84.0,30.0,7,3.0,2.0,3.0,4.0,3.0,2.0,,3.0,3.0,2.0,5.055555555555555,7.5,0
EMP101061,2.0,2025,Ayu Handayani,435734,4,2,6,4,3,2,3,3,3,53,91,33,IS,Influencer-Steadiness,ENFP,,,2,2.0,2.0,2.0,3.0,1.0,,3.0,2.0,3.0,3.0,5.315789473684211,7.5,0
EMP101062,4.0,2025,Rifqi Jatmiko Wijaya,768212,1,3,4,4,1,3,1,4,2,4,91,68,CS,Conscientious-Steadiness,ENTP,,,5,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,,5.1,7.5,0
EMP101063,,2025,Rendra Kusuma Siregar,560159,2,2,2,2,5,3,1,1,1,35,54,95,CS,Conscientious-Steadiness,ESFJ,86.0,31.0,2,,3.0,4.0,,3.0,,3.0,3.0,3.0,2.0,5.157894736842105,7.5,0
EMP101064,1.0,2025,Oktavia Mahendra,497662,2,2,1,5,4,1,1,2,5,78,82,61,,Conscientious-Influencer,INFJ,122.0,25.0,3,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,4.5,7.5,0
EMP101065,5.0,2025,Nabila Kusuma Gunawan,570985,3,3,6,1,1,3,3,2,2,13,92,98,SI,Steadiness-Influencer,INFP,140.0,37.0,5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.5,1
EMP101066,2.0,2025,Novi Hartanto,827793,1,4,6,6,4,3,1,3,1,27,96,58,SD,Steadiness-Dominant,,85.0,35.0,6,3.0,1.0,2.0,3.0,,2.0,2.0,3.0,2.0,1.0,4.176470588235294,7.5,0
EMP101067,2.0,2025,Galih Kusuma Ramadhan,392448,2,1,1,6,4,2,2,4,2,1,34,100,IC,Influencer-Conscientious,INFJ,113.0,17.0,9,3.0,1.0,,2.0,3.0,2.0,1.0,2.0,,2.0,5.052631578947368,7.5,0
