employee_id,rating,year,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months
EMP100592,,2025,Galih Handayani,454909,2,1,6,4,3,1,3,4,6,51
EMP100593,3.0,2025,Hadi Santoso,718540,4,2,1,2,4,3,1,4,4,12
EMP100594,2.0,2025,Teguh Sinaga,615125,4,2,4,2,3,2,1,1,3,73
EMP100595,2.0,2025,Lestari Saputra,347680,2,1,2,4,2,2,3,1,6,84
EMP100596,2.0,2025,Dimas Aji Hidayat,171964,1,4,6,4,4,1,3,3,4,50
EMP100597,4.0,2025,Fajar Maulana,810974,1,1,1,6,2,3,1,3,2,58
EMP100598,3.0,2025,Adit Aji Tamba,330408,1,4,6,5,2,1,1,2,6,39
EMP100599,1.0,2025,Dimas Kurniawan,545270,2,1,2,2,1,1,3,4,1,16
EMP100600,1.0,2025,Zaki Wijaya,183834,4,4,4,2,3,1,3,4,5,12
EMP100601,3.0,2025,Nurlita Subekti,916084,4,2,3,2,2,2,2,2,2,70
EMP100602,1.0,2025,Rifqi Ananda,804854,4,4,1,2,1,3,2,1,1,53
EMP100603,4.0,2025,Ahmad Handayani,490479,3,1,6,1,5,3,3,4,2,71
EMP100604,2.0,2025,Yoga Lukman,218375,3,2,4,4,5,3,1,3,5,1
EMP100605,5.0,2025,Dwi Anggara,969799,1,3,1,4,5,2,3,3,3,73
EMP100606,3.0,2025,Wulan Candra Saputra,597645,2,1,1,6,1,3,1,2,3,52
EMP100607,1.0,2025,Rifqi Halim,676526,2,4,5,6,3,2,3,1,6,77
EMP100608,5.0,2025,Rani Kurniawan,984426,1,4,6,6,4,1,3,4,2,17
EMP100609,4.0,2025,Oktavia Nabila Ginting,886572,4,2,6,3,2,1,3,3,5,45
EMP100610,3.0,2025,Hana Rohman,363463,2,4,1,5,5,1,3,3,4,71
EMP100611,4.0,2025,Indra Sinaga,461530,1,2,6,1,2,3,1,1,6,83
EMP100612,3.0,2025,Adit Utami,645697,1,4,5,1,3,1,3,2,1,87
EMP100613,4.0,2025,Cahyo Nabila Situmorang,117437,2,3,6,1,4,3,2,2,6,24
EMP100614,1.0,2025,Cahyo Pratama,887756,4,2,3,1,3,1,2,2,1,25
EMP100615,5.0,2025,Ahmad Halim Nugroho,980688,2,1,4,5,1,3,1,4,1,86
EMP100616,,2025,Nadia Ramadhan,954078,2,4,3,2,2,2,2,4,2,46
EMP100617,3.0,2025,Eko Rahmawati,649579,4,1,1,1,3,1,3,4,5,32
EMP100618,4.0,2025,Arif Ramadhan,343530,1,4,2,1,4,3,1,1,3,81
EMP100619,2.0,2025,Adi Candra Firmansyah,655260,3,2,1,2,3,1,2,4,1,49
EMP100620,3.0,2025,Oka Kusuma,908837,4,2,3,5,4,1,2,4,3,76
EMP100621,3.0,2025,Zahra Fauziah,482321,3,2,6,1,1,3,1,4,5,77
EMP100622,2.0,2025,Ahmad Anugrah Anggara,858526,1,3,2,5,2,3,1,1,1,20
EMP100623,2.0,2025,Hadi Simanjuntak,213338,1,1,3,3,3,1,3,1,2,53
EMP100624,2.0,2025,Luthfi Firmansyah,839593,2,4,4,6,4,1,3,1,4,38
EMP100625,2.0,2025,Dwi Utami,851937,4,2,4,2,2,3,3,3,3,83
EMP100626,1.0,2025,Arif Nugroho,716358,2,1,4,2,3,1,3,2,6,8
EMP100627,3.0,2025,Hadi Handayani,462656,3,3,6,5,4,2,2,3,2,19
EMP100628,2.0,2025,Fitri Dharma Siregar,777098,2,4,5,6,5,3,1,2,1,12
EMP100629,3.0,2025,Mahendra Subekti,197973,2,3,1,6,2,1,3,2,1,34
EMP100630,4.0,2025,Maya Candra Maulida,606823,1,1,5,4,2,3,3,1,2,8
EMP100631,4.0,2025,Zahra Dharma Zulfikar,722067,3,3,4,6,3,1,2,4,6,58
EMP100632,4.0,2025,Rani Pramudita Suharto,898636,1,4,3,4,2,3,2,3,1,77
EMP100633,4.0,2025,Dewi Setiawan,932462,1,4,5,3,4,1,3,4,2,54
EMP100634,3.0,2025,Nugroho Pratama,340616,3,1,1,5,3,2,2,1,3,55
EMP100635,4.0,2025,Umar Dharma Fauziah,809242,1,1,4,5,1,3,2,1,4,19
EMP100636,3.0,2025,Rama Aji Wibowo,416363,2,2,3,2,1,3,3,1,6,76
EMP100637,5.0,2025,Rani Adi Simanjuntak,701057,3,2,4,6,1,1,3,3,4,52
EMP100638,4.0,2025,Budi Yudhistira Permadi,264996,2,1,3,4,5,1,3,1,2,64
EMP100639,5.0,2025,Iman Pratama,299914,2,2,5,2,4,2,2,3,1,54
EMP100640,3.0,2025,Dewi Yudhistira Putra,180730,2,1,5,5,4,2,2,1,3,7
EMP100641,3.0,2025,Julia Simanjuntak,446470,2,3,4,4,4,2,2,3,1,70
EMP100642,3.0,2025,Umar Halim Pradana,851298,3,4,6,6,2,1,1,2,1,69
EMP100643,4.0,2025,Dewi Yulianto,762480,4,4,3,3,5,2,1,2,5,64
EMP100644,3.0,2025,Ayunda Hartanto,178777,2,2,3,3,3,3,1,4,2,69
EMP100645,5.0,2025,Yoga Iqbal Santoso,928180,1,1,5,5,4,3,2,4,5,26
EMP100646,4.0,2025,Oktavia Ananda,994852,4,2,5,3,3,1,1,3,2,62
EMP100647,,2025,Vania Ganesha Ananda,989531,3,4,2,5,2,2,1,2,6,82
EMP100648,4.0,2025,Sari Mahardika Firmansyah,573542,1,2,3,4,5,2,1,2,4,72
EMP100649,5.0,2025,Wahyu Dharma Handayani,181669,2,1,1,1,4,2,2,2,6,48
EMP100650,5.0,2025,Rifqi Kurniawan,965520,1,4,2,4,5,3,2,3,3,23
EMP100651,3.0,2025,Novi Pamungkas,926032,3,1,1,3,5,2,3,4,3,56
EMP100652,5.0,2025,Eko Mahardika Lukman,840203,3,4,6,3,1,2,1,4,4,58
EMP100653,,2025,Intan Pratama,581062,1,1,4,6,5,1,2,3,5,0
EMP100654,4.0,2025,Prasetyo Hidayat,821489,3,4,5,5,3,3,1,1,6,29
EMP100655,3.0,2025,Novi Lestari,704863,4,2,5,4,2,1,3,2,2,88
EMP100656,4.0,2025,Joko Herlambang,405944,2,4,5,3,3,1,1,1,6,92
EMP100657,3.0,2025,Rendra Anugrah Maulida,664536,1,2,4,1,2,1,3,1,4,76
EMP100658,1.0,2025,Nurlita Jatmiko Salsabila,604659,2,1,1,6,4,2,1,4,6,149
EMP100659,3.0,2025,Bella Utami,693802,3,4,4,2,3,3,2,4,6,26
EMP100660,1.0,2025,Anisa Putra,254748,2,1,6,6,1,2,2,2,1,36
EMP100661,4.0,2025,Budi Siregar,148430,2,3,3,5,2,3,3,4,6,69
EMP100662,4.0,2025,Utami Pratama,461079,4,4,1,3,5,3,1,2,2,67
EMP100663,5.0,2025,Rifqi Jatmiko Indrawan,654291,2,2,3,5,3,2,1,4,3,55
EMP100664,3.0,2025,Zaki Rachman Putra,577970,4,3,5,2,4,1,1,2,6,19
EMP100665,3.0,2025,Rendra Ridwan,418258,3,2,5,2,2,3,3,3,3,42
EMP100666,4.0,2025,Evi Sinaga,272544,3,2,6,1,1,3,1,2,1,36
EMP100667,2.0,2025,Rifqi Handayani,921140,4,2,5,6,1,1,3,1,2,109
EMP100668,,2025,Luthfi Yudhistira Rohman,255953,1,1,2,1,4,2,3,1,6,20
EMP100669,1.0,2025,Adi Suharto,916342,3,1,4,3,1,2,1,2,2,79
EMP100670,3.0,2025,Rama Tamba,263555,2,1,3,4,3,3,2,4,6,70
EMP100671,2.0,2025,Fajar Baskara Rohman,353393,1,1,2,2,4,2,3,2,2,82
EMP100672,1.0,2025,Rani Ridwan,660871,3,1,4,3,3,2,3,2,6,76
EMP100673,3.0,2025,Citra Siregar,621920,2,2,4,2,4,3,1,1,4,18
EMP100674,2.0,2025,Valdo Handayani,643626,2,3,6,5,5,1,2,4,6,31
EMP100675,1.0,2025,Fajar Permadi,732697,2,3,4,3,3,3,2,4,6,63
EMP100676,1.0,2025,Rifqi Simanjuntak,471025,3,3,3,5,1,2,2,3,2,54
EMP100677,1.0,2025,Rani Halim Saputra,199272,3,3,1,3,1,1,1,4,5,13
EMP100678,4.0,2025,Julia Jatmiko Nugroho,822401,2,1,2,4,5,1,2,3,3,80
EMP100679,2.0,2025,Gita Sinaga,507462,3,4,4,2,3,1,2,2,3,39
EMP100680,4.0,2025,Nugroho Ramadhan,877201,4,3,1,5,3,1,1,2,5,47
EMP100681,,2025,Kurnia Simanjuntak,734848,1,4,4,6,3,2,3,1,3,28
EMP100682,2.0,2025,Tania Zulfikar,293915,1,4,3,3,2,1,2,1,3,39
EMP100683,2.0,2025,Rani Qolbi Nugroho,638316,1,4,2,6,2,2,2,3,2,50
EMP100684,5.0,2025,Dian Rahmawati,552672,2,4,6,4,3,1,1,3,5,125
EMP100685,3.0,2025,Budi Wijaya Wijaya,957704,2,3,6,4,2,1,1,2,4,73
EMP100686,2.0,2025,Satya Utami,518513,2,3,3,6,2,2,1,2,6,56
EMP100687,4.0,2025,Gita Erlangga Herlambang,249746,2,2,2,5,4,3,1,2,4,36
EMP100688,4.0,2025,Adit Iqbal Kurniawan,441262,3,4,4,1,2,2,3,1,3,40
EMP100689,3.0,2025,Evi Zulfikar,465532,4,3,4,1,1,2,1,2,1,10
EMP100690,3.0,2025,Dian Tri Zulfikar,954330,1,2,5,5,3,3,1,3,2,93
EMP100691,2.0,2025,Dian Utama Hasibuan,760968,2,2,6,4,4,3,2,2,3,38
EMP100692,2.0,2025,Lestari Halim Purnama,675109,3,2,1,5,4,3,2,2,6,35
EMP100693,3.0,2025,Hadi Pramudita Zulfikar,702997,3,3,3,2,3,2,2,2,2,39
EMP100694,3.0,2025,Julia Hartanto,655096,3,1,1,5,4,2,2,3,2,48
EMP100695,4.0,2025,Joko Erlangga Subekti,141046,2,4,2,6,5,1,1,1,2,4
EMP100696,2.0,2025,Adi Halim Ananda,996098,1,4,1,4,5,3,3,3,3,80
EMP100697,1.0,2025,Teguh Zulfikar Siregar,352728,2,3,4,1,4,3,3,3,5,61
EMP100698,3.0,2025,Hadi Permadi,368125,2,4,4,1,5,2,1,1,2,18
EMP100699,3.0,2025,Kartika Rachman Suharto,844275,4,4,3,6,4,2,2,3,2,15
EMP100700,3.0,2025,Nugroho Ananda,993097,1,1,6,1,2,2,1,2,1,51
EMP100701,2.0,2025,Rani Fadillah Kusuma,224104,1,3,2,2,1,2,3,3,5,86
EMP100702,2.0,2025,Kurnia Utami,693362,2,3,1,2,5,2,2,4,5,76
EMP100703,3.0,2025,Dian Simanjuntak,814302,1,1,5,3,3,1,3,1,4,30
EMP100704,3.0,2025,Kartika Halim Wijaya,707120,2,2,3,3,2,2,3,1,2,44
EMP100705,3.0,2025,Gita Halim,296748,3,2,2,5,5,3,2,3,2,31
EMP100706,2.0,2025,Eko Jatmiko Mahendra,657209,4,2,6,1,1,1,2,1,3,76
EMP100707,2.0,2025,Adit Fauziah,967234,4,1,6,6,1,1,3,2,2,86
EMP100708,3.0,2025,Dian Hidayat,736986,4,4,4,5,3,3,3,1,5,85
EMP100709,1.0,2025,Citra Pramudita Ginting,665076,2,4,3,1,3,1,2,1,5,33
EMP100710,,2025,Adi Wijaya,624872,1,3,5,1,5,3,1,4,1,43
EMP100711,4.0,2025,Wulan Lestari,717974,2,3,6,1,4,3,1,1,6,13
EMP100712,3.0,2025,Dinda Tamba,982174,3,1,2,4,2,1,2,4,6,84
EMP100713,5.0,2025,Iman Indrawan,346078,1,4,5,2,4,1,1,2,6,51
EMP100714,3.0,2025,Anisa Fadillah Mahendra,498187,1,2,6,2,5,2,2,1,5,35
EMP100715,3.0,2025,Novi Yudhistira Herlambang,410178,2,3,4,3,5,2,1,3,4,37
EMP100716,3.0,2025,Rizka Iqbal Firmansyah,947891,3,1,2,4,4,1,3,1,2,30
EMP100717,4.0,2025,Nabila Utama Ananda,144294,4,4,1,6,5,3,2,3,3,28
EMP100718,,2025,Ayunda Mahardika Utami,466766,3,1,6,5,3,2,1,4,3,72
EMP100719,3.0,2025,Dimas Gunawan,579299,4,3,5,4,5,1,3,4,5,10
EMP100720,4.0,2025,Bayu Lukman,688968,2,1,4,5,1,2,3,1,2,44
EMP100721,3.0,2025,Nadia Rachman Maulana,369106,1,4,1,4,1,1,3,1,2,54
EMP100722,4.0,2025,Nadia Zulfikar,906870,3,1,6,5,3,3,1,1,4,68
EMP100723,5.0,2025,Ayu Aji Permadi,601705,4,2,5,1,1,3,2,1,2,35
EMP100724,1.0,2025,Iman Fadillah Pratama,562248,3,1,6,6,4,3,1,4,1,26
EMP100725,4.0,2025,Evi Baskara Suharto,891924,3,4,6,4,2,3,3,3,1,46
EMP100726,4.0,2025,Fajar Pradana,756675,2,2,3,1,3,1,2,1,1,76
EMP100727,5.0,2025,Sari Utama Hidayat,408415,2,4,3,1,2,3,2,4,6,41
EMP100728,3.0,2025,Rani Pradana,909546,4,1,4,1,3,1,2,4,1,75
EMP100729,3.0,2025,Ayunda Zulfikar,119515,2,2,3,2,3,1,2,3,2,102
EMP100730,4.0,2025,Iman Yudhistira Gunawan,364991,4,3,6,6,1,1,3,1,2,54
EMP100731,3.0,2025,Adi Maulana,507025,1,3,5,1,2,1,1,3,5,7
EMP100732,4.0,2025,Ayunda Setiawan,468868,3,2,5,6,1,2,2,1,6,68
EMP100733,4.0,2025,Utami Purnama,310018,4,4,6,3,2,1,1,3,5,46
EMP100734,1.0,2025,Dimas Utami,618258,4,3,3,3,3,2,2,1,5,14
EMP100735,1.0,2025,Oka Suharto,542553,4,1,5,2,3,1,2,4,5,87
EMP100736,2.0,2025,Oktavia Situmorang,895851,3,2,6,6,4,2,2,2,2,17
EMP100737,4.0,2025,Dwi Mahardika Lukman,994469,4,4,2,4,2,3,1,1,2,18
EMP100738,2.0,2025,Ahmad Halim,431087,3,4,6,3,1,1,1,4,4,48
EMP100739,5.0,2025,Prasetyo Halim Wijaya,485042,4,2,4,6,5,1,1,3,3,32
EMP100740,3.0,2025,Cahyo Herlambang,437384,4,4,4,2,4,1,1,2,1,91
EMP100741,,2025,Zaki Pratomo,303814,3,3,3,3,3,2,1,3,6,37
EMP100742,4.0,2025,Adi Dharma Rohman,629703,1,2,2,6,2,1,1,3,3,67
EMP100743,,2025,Nabila Wijaya,323880,3,3,1,6,4,2,2,4,2,16
EMP100744,1.0,2025,Zaki Situmorang,563399,1,4,5,1,2,3,3,2,6,58
EMP100745,3.0,2025,Mahendra Utama Hartanto,124854,1,2,6,6,5,2,1,2,2,40
EMP100746,3.0,2025,Rizka Mahardika Indrawan,504260,4,3,1,6,5,2,1,2,3,55
EMP100747,2.0,2025,Tania Pratama,601549,3,3,6,2,2,1,1,4,6,41
EMP100748,3.0,2025,Nurlita Utami,569358,1,4,3,4,1,2,1,1,2,92
EMP100749,3.0,2025,Ayunda Indrawan,175671,2,1,1,2,1,3,1,3,6,62
EMP100750,5.0,2025,Joko Qolbi Hasibuan,417724,3,4,2,6,2,2,3,2,2,36
EMP100751,3.0,2025,Hana Indrawan,449367,1,1,3,2,5,2,3,3,6,36
EMP100752,1.0,2025,Intan Salsabila,513523,3,2,1,6,4,2,2,3,4,28
EMP100753,1.0,2025,Luthfi Fadillah Fauziah,533963,1,3,1,6,3,1,2,1,3,25
EMP100754,3.0,2025,Dian Iqbal Permadi,468328,4,1,5,3,2,1,2,4,4,91
EMP100755,4.0,2025,Iman Utami,242416,2,2,1,3,4,2,2,2,5,127
EMP100756,3.0,2025,Ari Herlambang,988312,2,3,3,1,2,1,2,1,4,68
EMP100757,3.0,2025,Prasetyo Rohman,753757,4,1,4,1,3,1,3,4,2,71
EMP100758,5.0,2025,Dwi Adi Maulana,397584,3,3,3,5,3,2,3,4,4,73
EMP100759,2.0,2025,Rendra Nabila Maulida,387493,1,1,6,5,2,2,2,1,4,42
EMP100760,3.0,2025,Cahyo Tri Herlambang,287273,1,3,2,5,5,3,2,1,6,62
EMP100761,5.0,2025,Maya Situmorang,471450,2,2,3,6,5,1,2,2,3,57
EMP100762,2.0,2025,Valdo Kusuma Tamba,591148,2,1,6,1,1,1,2,3,1,41
EMP100763,3.0,2025,Budi Pamungkas,438980,1,3,1,1,2,2,1,1,4,40
EMP100764,3.0,2025,Nugroho Pradana,108908,4,1,5,6,1,1,1,4,1,19
EMP100765,3.0,2025,Utami Hidayat,140307,1,1,1,1,4,1,2,1,5,80
EMP100766,2.0,2025,Zaki Adi Utami,757908,3,4,2,6,5,2,1,4,5,12
EMP100767,3.0,2025,Zahra Hasibuan,460906,1,3,6,5,3,2,1,2,5,47
EMP100768,1.0,2025,Nurlita Fadillah Kusuma,934059,3,2,5,6,1,1,2,3,4,79
EMP100769,3.0,2025,Ari Halim,756507,2,1,6,1,5,3,3,2,5,24
EMP100770,2.0,2025,Arif Qolbi Saputra,948555,1,3,2,1,1,3,3,1,4,59
EMP100771,4.0,2025,Rani Aji Herlambang,583706,1,2,5,4,5,2,3,2,4,68
EMP100772,3.0,2025,Ayunda Subekti,761115,3,4,4,6,3,2,2,1,1,26
EMP100773,3.0,2025,Ayu Hidayat,596588,3,4,3,2,3,2,3,3,3,21
EMP100774,1.0,2025,Maya Sinaga,138097,3,3,1,5,5,3,3,1,4,41
EMP100775,2.0,2025,Kartika Anggara,828890,4,3,3,5,1,2,1,3,3,61
EMP100776,3.0,2025,Yuni Gunawan,274662,2,1,2,6,1,2,2,4,3,62
EMP100777,1.0,2025,Ahmad Fadillah Pratama,659628,1,3,3,1,3,2,2,3,5,87
EMP100778,4.0,2025,Arif Qolbi Suharto,325400,3,4,5,3,5,2,1,1,6,77
EMP100779,,2025,Ari Dharma Utami,434694,1,3,2,3,4,2,3,1,6,79
EMP100780,4.0,2025,Luthfi Pamungkas,669187,3,2,5,3,2,2,3,2,5,12
EMP100781,3.0,2025,Bayu Yulianto,397917,2,4,2,2,3,2,2,3,6,76
EMP100782,3.0,2025,Adit Utama Siregar,977063,4,1,1,4,3,1,3,4,6,113
EMP100783,4.0,2025,Kartika Wijaya Permadi,451608,1,3,2,5,4,1,3,3,2,86
EMP100784,1.0,2025,Rendra Yulianto,374213,4,1,3,1,5,1,3,4,2,37
EMP100785,5.0,2025,Umar Fadillah Handayani,252368,1,2,2,3,5,3,2,4,4,63
EMP100786,1.0,2025,Nadia Baskara Halim,164008,3,4,5,3,5,3,3,2,3,62
EMP100787,4.0,2025,Iman Lestari Tamba,257912,3,4,3,5,5,1,1,1,6,107
EMP100788,1.0,2025,Bayu Kusuma Hidayat,790848,2,2,1,1,1,1,2,4,2,97
EMP100789,4.0,2025,Oka Halim Setiawan,683608,3,3,4,3,5,2,3,1,3,72
EMP100790,1.0,2025,Joko Tri Lestari,819024,4,1,1,6,4,3,3,4,5,78
EMP100791,2.0,2025,Rizki Saputra,271921,3,3,2,5,4,2,1,4,2,55
EMP100792,,2025,Budi Yudhistira Pratama,264181,2,1,4,1,1,1,1,4,3,15
EMP100793,4.0,2025,Zahra Rohman,251478,3,1,4,6,3,1,1,1,6,89
EMP100794,3.0,2025,Wulan Kusuma Mahendra,685446,3,4,1,2,1,1,3,4,5,56
EMP100795,3.0,2025,Nugroho Nugroho,532943,4,4,3,3,3,2,2,3,3,37
EMP100796,4.0,2025,Adi Ridwan,899205,4,4,6,1,5,2,3,3,1,31
EMP100797,3.0,2025,Rani Maulida,366951,1,4,5,6,2,3,3,1,2,67
EMP100798,1.0,2025,Valdo Rachman Wibowo,730135,2,4,6,5,5,3,2,3,5,55
EMP100799,,2025,Fitri Ganesha Yulianto,891424,1,4,5,3,3,1,2,4,2,72
EMP100800,2.0,2025,Intan Wibowo,249320,3,2,6,5,5,2,2,3,4,19
EMP100801,2.0,2025,Umar Ridwan,542243,3,3,4,5,1,2,3,3,1,41
EMP100802,4.0,2025,Dimas Kusuma Indrawan,654387,3,1,1,3,1,2,3,3,4,82
EMP100803,5.0,2025,Maya Kusuma Putra,443934,3,2,5,6,2,3,2,4,1,97
EMP100804,3.0,2025,Luthfi Hidayat,248479,3,2,5,4,5,2,3,1,3,40
EMP100805,4.0,2025,Oktavia Pratama,216219,4,4,5,3,5,2,2,1,6,33
EMP100806,,2025,Dwi Kurniawan,514696,4,1,5,2,1,1,1,3,1,2
EMP100807,3.0,2025,Cahyo Pradana,477470,3,3,1,4,3,3,2,1,6,36
EMP100808,2.0,2025,Mahendra Firmansyah,231145,2,3,4,3,3,2,2,1,2,114
EMP100809,2.0,2025,Dian Nugroho,902891,2,3,5,3,4,2,2,3,1,69
EMP100810,3.0,2025,Mahendra Tri Permadi,749713,1,3,4,4,4,3,3,2,3,65
EMP100811,3.0,2025,Tania Aji Ramadhan,354747,4,2,2,3,3,1,1,1,3,49
EMP100812,4.0,2025,Lestari Herlambang,547706,4,3,3,6,5,2,2,2,3,63
EMP100813,3.0,2025,Vania Baskara Utami,777333,3,4,3,2,4,3,3,3,4,26
EMP100814,3.0,2025,Vania Setiawan,318344,4,3,3,1,4,1,1,2,2,75
EMP100815,3.0,2025,Andi Dharma Saputra,807035,1,1,5,2,5,1,2,4,2,77
EMP100816,2.0,2025,Bella Aji Ginting,143050,2,1,1,4,4,3,2,4,5,89
EMP100817,4.0,2025,Oka Handayani,314334,2,1,6,6,4,2,1,4,4,37
EMP100818,4.0,2025,Fajar Qolbi Rahmawati,975724,2,4,5,6,1,3,1,2,3,85
EMP100819,4.0,2025,Prasetyo Kusuma Putra,173085,1,1,6,1,2,1,2,1,6,54
EMP100820,4.0,2025,Rizky Pratama,139647,2,4,6,3,3,2,2,1,1,17
EMP100821,4.0,2025,Kartika Saputra,371346,1,4,1,6,5,3,3,4,5,35
EMP100822,3.0,2025,Maya Lukman,477693,4,4,6,3,2,1,3,2,3,42
EMP100823,4.0,2025,Hana Aji Hidayat,566077,4,2,6,1,2,2,3,4,4,10
EMP100824,1.0,2025,Intan Suharto,139658,3,3,6,3,1,1,3,3,2,54
EMP100825,,2025,Yuni Handayani,521141,1,3,6,6,3,2,1,4,1,58
EMP100826,3.0,2025,Ayu Rachman Subekti,870402,4,2,5,1,5,1,3,1,1,99
EMP100827,4.0,2025,Oktavia Candra Kurniawan,652484,1,4,2,2,2,2,2,3,2,55
EMP100828,3.0,2025,Umar Hidayat,833986,4,2,5,6,1,1,2,1,2,15
EMP100829,4.0,2025,Bayu Wibowo,440734,4,2,2,2,1,2,2,4,5,50
EMP100830,5.0,2025,Hana Herlambang,341835,4,4,1,5,2,1,3,4,1,13
EMP100831,,2025,Dwi Iqbal Halim,238220,2,2,1,6,1,3,3,1,1,29
EMP100832,3.0,2025,Eko Suharto,801927,4,3,3,4,2,1,1,4,2,58
EMP100833,4.0,2025,Andi Wijaya,481437,4,2,2,5,2,2,1,4,3,18
EMP100834,4.0,2025,Nadia Rachman Pratomo,597203,3,3,6,5,5,3,3,3,6,16
EMP100835,2.0,2025,Nurlita Purnama,556380,1,1,1,5,5,2,2,4,6,52
EMP100836,5.0,2025,Luthfi Simanjuntak,978546,3,1,1,5,3,1,3,4,6,57
EMP100837,,2025,Nadia Ananda,403863,1,2,1,2,3,2,3,1,4,7
EMP100838,,2025,Nurlita Permadi,482966,4,3,1,1,3,2,2,4,2,36
EMP100839,3.0,2025,Yuni Rohman,377570,4,1,2,3,1,3,3,2,2,85
EMP100840,1.0,2025,Sari Halim Ramadhan,896146,1,1,5,4,4,3,1,1,1,77
EMP100841,4.0,2025,Zaki Syahputra,926304,4,2,6,2,4,2,3,3,5,58
EMP100842,4.0,2025,Umar Candra Siregar,506253,2,3,1,6,5,1,3,1,1,90
EMP100843,3.0,2025,Dinda Kurniawan,155769,2,2,2,2,2,3,1,3,2,63
EMP100844,4.0,2025,Rizka Gunawan,955930,4,3,3,1,4,3,3,3,2,81
EMP100845,2.0,2025,Rama Qolbi Maulana,381768,1,4,3,4,2,1,3,4,5,29
EMP100846,1.0,2025,Zaki Rahmawati,278390,4,3,6,3,2,2,1,1,6,61
EMP100847,4.0,2025,Oka Saputra Sinaga,258801,2,3,4,1,1,3,2,4,1,54
EMP100848,3.0,2025,Rifqi Hartanto,757470,4,3,1,2,1,3,3,1,3,41
EMP100849,,2025,Yuni Purnama,504839,2,2,3,3,2,2,1,2,6,49
EMP100850,4.0,2025,Eko Mahardika Suharto,999346,3,1,2,4,3,1,1,2,4,57
EMP100851,3.0,2025,Ari Pratama,283189,2,3,2,2,2,2,2,2,4,57
EMP100852,2.0,2025,Anisa Siregar,724119,4,3,2,2,3,1,1,4,5,33
EMP100853,4.0,2025,Umar Zulfikar,510862,2,3,2,3,5,1,3,1,6,67
EMP100854,2.0,2025,Rama Putra,868452,3,4,4,5,1,1,2,4,1,87
EMP100855,2.0,2025,Satya Tamba,932222,1,2,5,2,2,1,3,4,5,13
EMP100856,1.0,2025,Ahmad Pratama,914030,2,3,6,5,3,3,2,4,2,77
EMP100857,,2025,Ayu Aji Maulida,738616,1,4,4,1,5,1,1,1,6,27
EMP100858,4.0,2025,Maya Fadillah Utami,666703,1,1,5,6,4,2,3,1,3,63
EMP100859,4.0,2025,Vania Indrawan,818532,1,4,1,4,3,3,3,4,2,81
EMP100860,4.0,2025,Bella Anugrah Rohman,450731,4,4,1,6,3,2,2,3,1,67
EMP100861,3.0,2025,Yoga Putra,431882,2,4,3,6,4,2,2,2,6,44
EMP100862,3.0,2025,Ayu Saputra,733070,4,3,2,3,5,3,2,4,4,85
EMP100863,4.0,2025,Zaki Lestari Rohman,408761,2,1,2,5,1,2,1,3,5,21
EMP100864,3.0,2025,Ayu Rohman,350422,4,1,4,6,2,2,1,2,3,53
EMP100865,4.0,2025,Anisa Pramudita Pamungkas,406215,1,4,6,6,2,3,1,4,1,15
EMP100866,,2025,Ayunda Rachman Utami,481802,1,2,4,6,2,1,1,3,5,34
EMP100867,2.0,2025,Umar Suharto,855097,1,4,3,3,2,2,3,4,3,74
EMP100868,1.0,2025,Ayunda Iqbal Situmorang,600195,3,1,2,3,1,3,1,4,6,56
EMP100869,4.0,2025,Budi Wibowo,495005,4,3,3,5,1,2,1,1,5,64
EMP100870,3.0,2025,Dwi Halim Subekti,321383,1,1,4,2,1,2,2,4,4,43
EMP100871,3.0,2025,Rizka Anggara,833271,3,3,2,5,3,2,1,2,5,23
EMP100872,1.0,2025,Citra Maulana,937631,1,1,1,6,4,1,1,2,3,38
EMP100873,4.0,2025,Teguh Wijaya,312752,4,3,6,4,3,3,3,4,5,14
EMP100874,2.0,2025,Putri Fadillah Sinaga,942486,2,2,6,4,1,2,2,4,3,59
EMP100875,4.0,2025,Teguh Zulfikar Rahmawati,421141,1,3,1,5,1,1,1,2,2,61
EMP100876,2.0,2025,Nugroho Lestari,842584,3,4,5,2,4,3,3,4,2,73
EMP100877,3.0,2025,Bella Herlambang,383433,4,2,4,4,5,3,2,1,3,31
EMP100878,3.0,2025,Citra Purnama,182343,2,3,4,1,5,1,3,4,1,26
EMP100879,2.0,2025,Evi Mahendra,821251,4,4,1,5,2,2,2,4,5,18
EMP100880,4.0,2025,Zahra Siregar,245329,2,1,2,6,3,1,2,3,5,64
EMP100881,5.0,2025,Kartika Purnama,563394,3,3,5,6,2,2,3,2,6,20
EMP100882,4.0,2025,Dinda Wijaya,484278,2,4,6,1,3,3,2,2,4,19
EMP100883,2.0,2025,Dian Lestari,481592,2,1,3,4,2,1,3,2,6,83
EMP100884,4.0,2025,Rizki Utama Kurniawan,373163,3,3,4,1,5,1,1,1,5,64
EMP100885,1.0,2025,Gita Yudhistira Mahendra,172770,4,3,6,3,3,3,3,1,6,59
EMP100886,3.0,2025,Galih Utami,332102,2,3,1,1,1,1,3,1,1,32
EMP100887,1.0,2025,Fitri Halim Firmansyah,540329,1,4,5,4,5,2,2,2,5,61
EMP100888,3.0,2025,Anisa Wijaya Ginting,369024,2,2,5,1,1,2,3,3,6,65
