employee_id,fullname,rating,iq,gtq,growth_drive_and_resilience,curiosity_and_experimentation,insight_and_decision_sharpness,quality_delivery_discipline,synergy_and_team_orientation
EMP100584,Satya Ananda,2.0,119.0,33.0,2.0,2.0,2.0,1.0,2.0
EMP100585,Indra Rohman,1.0,113.0,29.0,1.0,1.0,1.0,1.0,1.0
EMP100586,Adit Hartanto,4.0,111.0,20.0,4.0,3.0,5.0,4.0,4.0
EMP100587,Nabila Syahputra,3.0,113.0,25.0,2.0,3.0,2.0,3.0,2.0
EMP100588,Intan Rohman,,102.0,33.0,4.0,4.0,4.0,4.0,3.0
EMP100589,Anisa Tri Pamungkas,3.0,,,2.0,,3.0,3.0,2.0
EMP100590,Putri Rachman Hartanto,1.0,,,1.0,1.0,1.0,2.0,
EMP100591,Kurnia Ginting,5.0,86.0,28.0,3.0,3.0,2.0,3.0,3.0
EMP100592,Galih Handayani,,,,2.0,3.0,3.0,3.0,3.0
EMP100593,Hadi Santoso,3.0,139.0,28.0,2.0,3.0,2.0,3.0,3.0
EMP100594,Teguh Sinaga,2.0,134.0,41.0,2.0,2.0,2.0,,2.0
EMP100595,Lestari Saputra,2.0,,,2.0,2.0,2.0,2.0,3.0
EMP100596,Dimas Aji Hidayat,2.0,,,3.0,1.0,2.0,99.0,
EMP100597,Fajar Maulana,4.0,97.0,27.0,4.0,5.0,5.0,3.0,4.0
EMP100598,Adit Aji Tamba,3.0,124.0,24.0,,3.0,3.0,3.0,4.0
EMP100599,Dimas Kurniawan,1.0,81.0,23.0,1.0,1.0,1.0,2.0,1.0
EMP100600,Zaki Wijaya,1.0,137.0,18.0,2.0,,1.0,1.0,2.0
EMP100601,Nurlita Subekti,3.0,123.0,23.0,2.0,3.0,3.0,4.0,2.0
EMP100602,Rifqi Ananda,1.0,,33.0,1.0,1.0,1.0,1.0,1.0
EMP100603,Ahmad Handayani,4.0,107.0,22.0,2.0,2.0,3.0,2.0,3.0
EMP100604,Yoga Lukman,2.0,,,2.0,,2.0,1.0,3.0
EMP100605,Dwi Anggara,5.0,,,5.0,,5.0,5.0,5.0
EMP100606,Wulan Candra Saputra,3.0,97.0,28.0,3.0,3.0,2.0,4.0,4.0
EMP100607,Rifqi Halim,1.0,82.0,26.0,1.0,1.0,1.0,2.0,
EMP100608,Rani Kurniawan,5.0,,19.0,5.0,5.0,5.0,5.0,5.0
EMP100609,Oktavia Nabila Ginting,4.0,114.0,26.0,5.0,4.0,4.0,4.0,4.0
EMP100610,Hana Rohman,3.0,94.0,28.0,2.0,3.0,2.0,4.0,3.0
EMP100611,Indra Sinaga,4.0,114.0,26.0,4.0,4.0,4.0,4.0,
EMP100612,Adit Utami,3.0,115.0,12.0,3.0,2.0,3.0,3.0,3.0
EMP100613,Cahyo Nabila Situmorang,4.0,114.0,20.0,3.0,4.0,4.0,,4.0
EMP100614,Cahyo Pratama,1.0,133.0,28.0,1.0,1.0,2.0,1.0,1.0
EMP100615,Ahmad Halim Nugroho,5.0,139.0,29.0,5.0,5.0,5.0,5.0,5.0
EMP100616,Nadia Ramadhan,,88.0,30.0,4.0,3.0,3.0,3.0,2.0
EMP100617,Eko Rahmawati,3.0,104.0,29.0,3.0,2.0,3.0,3.0,3.0
EMP100618,Arif Ramadhan,4.0,140.0,34.0,4.0,,4.0,4.0,4.0
EMP100619,Adi Candra Firmansyah,2.0,114.0,21.0,3.0,1.0,2.0,3.0,3.0
EMP100620,Oka Kusuma,3.0,119.0,38.0,4.0,3.0,3.0,3.0,2.0
EMP100621,Zahra Fauziah,3.0,87.0,23.0,4.0,3.0,3.0,2.0,3.0
EMP100622,Ahmad Anugrah Anggara,2.0,90.0,24.0,1.0,1.0,1.0,1.0,
EMP100623,Hadi Simanjuntak,2.0,82.0,32.0,2.0,2.0,2.0,2.0,
EMP100624,Luthfi Firmansyah,2.0,95.0,33.0,3.0,2.0,,2.0,2.0
EMP100625,Dwi Utami,2.0,132.0,30.0,2.0,2.0,3.0,1.0,2.0
EMP100626,Arif Nugroho,1.0,81.0,32.0,1.0,1.0,1.0,2.0,1.0
EMP100627,Hadi Handayani,3.0,106.0,26.0,3.0,3.0,3.0,3.0,3.0
EMP100628,Fitri Dharma Siregar,2.0,84.0,31.0,3.0,2.0,3.0,1.0,2.0
EMP100629,Mahendra Subekti,3.0,124.0,32.0,3.0,2.0,3.0,4.0,3.0
EMP100630,Maya Candra Maulida,4.0,,,4.0,3.0,4.0,5.0,4.0
EMP100631,Zahra Dharma Zulfikar,4.0,119.0,26.0,4.0,4.0,5.0,3.0,4.0
EMP100632,Rani Pramudita Suharto,4.0,,,3.0,3.0,3.0,3.0,4.0
EMP100633,Dewi Setiawan,4.0,110.0,20.0,4.0,4.0,4.0,4.0,4.0
EMP100634,Nugroho Pratama,3.0,117.0,28.0,2.0,2.0,3.0,4.0,4.0
EMP100635,Umar Dharma Fauziah,4.0,133.0,17.0,4.0,4.0,5.0,4.0,4.0
EMP100636,Rama Aji Wibowo,3.0,80.0,34.0,3.0,4.0,3.0,,3.0
EMP100637,Rani Adi Simanjuntak,5.0,105.0,22.0,5.0,5.0,5.0,5.0,5.0
EMP100638,Budi Yudhistira Permadi,4.0,,,,4.0,3.0,4.0,4.0
EMP100639,Iman Pratama,5.0,138.0,27.0,4.0,5.0,,5.0,5.0
EMP100640,Dewi Yudhistira Putra,3.0,135.0,23.0,2.0,3.0,2.0,3.0,4.0
EMP100641,Julia Simanjuntak,3.0,,,3.0,2.0,3.0,2.0,
EMP100642,Umar Halim Pradana,3.0,106.0,39.0,4.0,3.0,2.0,2.0,3.0
EMP100643,Dewi Yulianto,4.0,135.0,18.0,4.0,3.0,,3.0,
EMP100644,Ayunda Hartanto,3.0,98.0,36.0,1.0,2.0,1.0,1.0,1.0
EMP100645,Yoga Iqbal Santoso,5.0,82.0,37.0,5.0,5.0,,4.0,5.0
EMP100646,Oktavia Ananda,4.0,126.0,37.0,4.0,,3.0,4.0,4.0
EMP100647,Vania Ganesha Ananda,,117.0,17.0,2.0,3.0,4.0,3.0,2.0
EMP100648,Sari Mahardika Firmansyah,4.0,,,3.0,0.0,4.0,,4.0
EMP100649,Wahyu Dharma Handayani,5.0,99.0,26.0,5.0,5.0,5.0,5.0,5.0
EMP100650,Rifqi Kurniawan,5.0,,,5.0,5.0,5.0,5.0,4.0
EMP100651,Novi Pamungkas,3.0,117.0,28.0,,3.0,3.0,4.0,2.0
EMP100652,Eko Mahardika Lukman,5.0,122.0,22.0,,5.0,4.0,5.0,5.0
EMP100653,Intan Pratama,,111.0,26.0,4.0,4.0,3.0,3.0,3.0
EMP100654,Prasetyo Hidayat,4.0,,15.0,4.0,3.0,4.0,3.0,4.0
EMP100655,Novi Lestari,3.0,,,2.0,3.0,2.0,2.0,4.0
EMP100656,Joko Herlambang,4.0,96.0,22.0,4.0,5.0,4.0,3.0,4.0
EMP100657,Rendra Anugrah Maulida,3.0,84.0,27.0,2.0,2.0,4.0,3.0,4.0
EMP100658,Nurlita Jatmiko Salsabila,1.0,109.0,28.0,1.0,1.0,1.0,1.0,1.0
EMP100659,Bella Utami,3.0,133.0,33.0,3.0,3.0,3.0,3.0,3.0
EMP100660,Anisa Putra,1.0,126.0,35.0,1.0,1.0,2.0,2.0,
EMP100661,Budi Siregar,4.0,103.0,20.0,4.0,,3.0,,4.0
EMP100662,Utami Pratama,4.0,119.0,33.0,3.0,4.0,4.0,4.0,5.0
EMP100663,Rifqi Jatmiko Indrawan,5.0,123.0,32.0,5.0,4.0,5.0,5.0,4.0
EMP100664,Zaki Rachman Putra,3.0,101.0,34.0,3.0,2.0,3.0,2.0,3.0
EMP100665,Rendra Ridwan,3.0,102.0,30.0,3.0,3.0,4.0,4.0,4.0
EMP100666,Evi Sinaga,4.0,118.0,24.0,,4.0,4.0,4.0,4.0
EMP100667,Rifqi Handayani,2.0,93.0,19.0,1.0,3.0,2.0,2.0,2.0
EMP100668,Luthfi Yudhistira Rohman,,137.0,23.0,2.0,,2.0,2.0,2.0
EMP100669,Adi Suharto,1.0,96.0,35.0,1.0,1.0,2.0,1.0,1.0
EMP100670,Rama Tamba,3.0,,,4.0,3.0,3.0,3.0,3.0
EMP100671,Fajar Baskara Rohman,2.0,111.0,29.0,1.0,1.0,3.0,2.0,1.0
EMP100672,Rani Ridwan,1.0,114.0,31.0,1.0,1.0,1.0,1.0,1.0
EMP100673,Citra Siregar,3.0,107.0,22.0,3.0,3.0,3.0,3.0,3.0
EMP100674,Valdo Handayani,2.0,,26.0,2.0,2.0,2.0,1.0,2.0
EMP100675,Fajar Permadi,1.0,134.0,25.0,,1.0,,,1.0
EMP100676,Rifqi Simanjuntak,1.0,81.0,32.0,1.0,2.0,1.0,2.0,2.0
EMP100677,Rani Halim Saputra,1.0,135.0,32.0,1.0,1.0,1.0,1.0,1.0
EMP100678,Julia Jatmiko Nugroho,4.0,,,5.0,5.0,4.0,3.0,4.0
EMP100679,Gita Sinaga,2.0,,31.0,1.0,2.0,2.0,2.0,2.0
EMP100680,Nugroho Ramadhan,4.0,106.0,28.0,4.0,3.0,,5.0,4.0
EMP100681,Kurnia Simanjuntak,,96.0,23.0,,5.0,4.0,4.0,
EMP100682,Tania Zulfikar,2.0,,27.0,3.0,2.0,3.0,1.0,1.0
EMP100683,Rani Qolbi Nugroho,2.0,128.0,28.0,3.0,3.0,2.0,3.0,2.0
EMP100684,Dian Rahmawati,5.0,,,4.0,5.0,,5.0,5.0
EMP100685,Budi Wijaya Wijaya,3.0,,,4.0,2.0,3.0,3.0,3.0
EMP100686,Satya Utami,2.0,92.0,22.0,3.0,2.0,3.0,1.0,1.0
EMP100687,Gita Erlangga Herlambang,4.0,92.0,25.0,5.0,4.0,3.0,4.0,4.0
EMP100688,Adit Iqbal Kurniawan,4.0,131.0,41.0,4.0,4.0,5.0,4.0,4.0
EMP100689,Evi Zulfikar,3.0,138.0,19.0,4.0,3.0,3.0,3.0,3.0
EMP100690,Dian Tri Zulfikar,3.0,,24.0,3.0,3.0,3.0,3.0,2.0
EMP100691,Dian Utama Hasibuan,2.0,,,2.0,3.0,3.0,1.0,3.0
EMP100692,Lestari Halim Purnama,2.0,136.0,32.0,2.0,2.0,0.0,3.0,3.0
EMP100693,Hadi Pramudita Zulfikar,3.0,130.0,22.0,,3.0,4.0,,3.0
EMP100694,Julia Hartanto,3.0,116.0,43.0,3.0,3.0,3.0,2.0,2.0
EMP100695,Joko Erlangga Subekti,4.0,86.0,26.0,4.0,,5.0,4.0,4.0
EMP100696,Adi Halim Ananda,2.0,,,,2.0,3.0,3.0,2.0
EMP100697,Teguh Zulfikar Siregar,1.0,134.0,32.0,1.0,1.0,1.0,1.0,1.0
EMP100698,Hadi Permadi,3.0,125.0,23.0,3.0,3.0,3.0,4.0,
EMP100699,Kartika Rachman Suharto,3.0,123.0,32.0,3.0,2.0,2.0,3.0,
EMP100700,Nugroho Ananda,3.0,94.0,15.0,4.0,3.0,2.0,2.0,4.0
EMP100701,Rani Fadillah Kusuma,2.0,132.0,23.0,2.0,3.0,3.0,3.0,2.0
EMP100702,Kurnia Utami,2.0,80.0,27.0,2.0,1.0,3.0,2.0,2.0
EMP100703,Dian Simanjuntak,3.0,,22.0,3.0,2.0,4.0,2.0,3.0
EMP100704,Kartika Halim Wijaya,3.0,127.0,27.0,3.0,4.0,3.0,3.0,4.0
EMP100705,Gita Halim,3.0,115.0,22.0,4.0,3.0,3.0,3.0,2.0
EMP100706,Eko Jatmiko Mahendra,2.0,107.0,28.0,2.0,2.0,2.0,,
EMP100707,Adit Fauziah,2.0,105.0,27.0,2.0,3.0,1.0,3.0,
EMP100708,Dian Hidayat,3.0,92.0,22.0,3.0,2.0,3.0,3.0,3.0
EMP100709,Citra Pramudita Ginting,1.0,121.0,33.0,1.0,1.0,1.0,,1.0
EMP100710,Adi Wijaya,,80.0,22.0,2.0,2.0,3.0,2.0,3.0
EMP100711,Wulan Lestari,4.0,133.0,32.0,3.0,4.0,4.0,3.0,4.0
EMP100712,Dinda Tamba,3.0,,,2.0,,3.0,4.0,3.0
EMP100713,Iman Indrawan,5.0,88.0,23.0,5.0,5.0,5.0,4.0,5.0
EMP100714,Anisa Fadillah Mahendra,3.0,119.0,23.0,4.0,2.0,4.0,3.0,4.0
EMP100715,Novi Yudhistira Herlambang,3.0,84.0,26.0,3.0,3.0,3.0,3.0,3.0
EMP100716,Rizka Iqbal Firmansyah,3.0,,,,3.0,,3.0,
EMP100717,Nabila Utama Ananda,4.0,86.0,41.0,4.0,3.0,4.0,4.0,5.0
EMP100718,Ayunda Mahardika Utami,,104.0,34.0,3.0,4.0,5.0,4.0,5.0
EMP100719,Dimas Gunawan,3.0,,,3.0,3.0,2.0,4.0,3.0
EMP100720,Bayu Lukman,4.0,107.0,28.0,4.0,5.0,5.0,4.0,3.0
EMP100721,Nadia Rachman Maulana,3.0,,,3.0,3.0,3.0,3.0,3.0
EMP100722,Nadia Zulfikar,4.0,126.0,29.0,,4.0,4.0,4.0,
EMP100723,Ayu Aji Permadi,5.0,89.0,34.0,5.0,5.0,,5.0,5.0
EMP100724,Iman Fadillah Pratama,1.0,117.0,26.0,1.0,1.0,1.0,1.0,2.0
EMP100725,Evi Baskara Suharto,4.0,,,3.0,3.0,4.0,5.0,5.0
EMP100726,Fajar Pradana,4.0,105.0,27.0,,5.0,4.0,0.0,3.0
EMP100727,Sari Utama Hidayat,5.0,110.0,19.0,5.0,5.0,5.0,5.0,5.0
EMP100728,Rani Pradana,3.0,103.0,17.0,3.0,,2.0,3.0,2.0
EMP100729,Ayunda Zulfikar,3.0,,29.0,3.0,3.0,3.0,2.0,4.0
EMP100730,Iman Yudhistira Gunawan,4.0,94.0,24.0,5.0,4.0,3.0,4.0,4.0
EMP100731,Adi Maulana,3.0,102.0,20.0,3.0,,3.0,,4.0
EMP100732,Ayunda Setiawan,4.0,121.0,24.0,4.0,4.0,3.0,4.0,4.0
EMP100733,Utami Purnama,4.0,116.0,26.0,2.0,2.0,2.0,3.0,3.0
EMP100734,Dimas Utami,1.0,94.0,18.0,1.0,1.0,1.0,1.0,1.0
EMP100735,Oka Suharto,1.0,136.0,21.0,1.0,1.0,1.0,1.0,1.0
EMP100736,Oktavia Situmorang,2.0,120.0,26.0,3.0,2.0,2.0,1.0,1.0
EMP100737,Dwi Mahardika Lukman,4.0,,,5.0,4.0,4.0,3.0,3.0
EMP100738,Ahmad Halim,2.0,140.0,29.0,3.0,2.0,2.0,1.0,3.0
EMP100739,Prasetyo Halim Wijaya,5.0,,29.0,3.0,4.0,,3.0,3.0
EMP100740,Cahyo Herlambang,3.0,135.0,29.0,3.0,3.0,3.0,3.0,4.0
EMP100741,Zaki Pratomo,,82.0,32.0,3.0,2.0,3.0,,3.0
EMP100742,Adi Dharma Rohman,4.0,129.0,31.0,5.0,4.0,3.0,,3.0
EMP100743,Nabila Wijaya,,120.0,33.0,,3.0,5.0,3.0,5.0
EMP100744,Zaki Situmorang,1.0,109.0,32.0,1.0,2.0,1.0,2.0,2.0
EMP100745,Mahendra Utama Hartanto,3.0,122.0,26.0,2.0,3.0,2.0,3.0,3.0
EMP100746,Rizka Mahardika Indrawan,3.0,133.0,23.0,3.0,3.0,4.0,4.0,3.0
EMP100747,Tania Pratama,2.0,100.0,25.0,2.0,2.0,3.0,2.0,2.0
EMP100748,Nurlita Utami,3.0,,,,3.0,3.0,3.0,2.0
EMP100749,Ayunda Indrawan,3.0,100.0,35.0,3.0,2.0,3.0,2.0,3.0
EMP100750,Joko Qolbi Hasibuan,5.0,98.0,35.0,,5.0,5.0,5.0,5.0
EMP100751,Hana Indrawan,3.0,122.0,42.0,4.0,3.0,3.0,,2.0
EMP100752,Intan Salsabila,1.0,81.0,41.0,1.0,1.0,1.0,1.0,2.0
EMP100753,Luthfi Fadillah Fauziah,1.0,121.0,28.0,1.0,,1.0,1.0,1.0
EMP100754,Dian Iqbal Permadi,3.0,87.0,22.0,2.0,4.0,,4.0,3.0
EMP100755,Iman Utami,4.0,97.0,23.0,4.0,4.0,5.0,3.0,4.0
EMP100756,Ari Herlambang,3.0,114.0,15.0,2.0,4.0,4.0,4.0,4.0
EMP100757,Prasetyo Rohman,3.0,130.0,29.0,4.0,2.0,,2.0,3.0
EMP100758,Dwi Adi Maulana,5.0,97.0,19.0,5.0,5.0,5.0,4.0,5.0
EMP100759,Rendra Nabila Maulida,2.0,128.0,25.0,1.0,3.0,2.0,2.0,2.0
EMP100760,Cahyo Tri Herlambang,3.0,112.0,29.0,3.0,3.0,4.0,4.0,3.0
EMP100761,Maya Situmorang,5.0,94.0,27.0,4.0,5.0,5.0,5.0,5.0
EMP100762,Valdo Kusuma Tamba,2.0,90.0,25.0,3.0,1.0,3.0,2.0,2.0
EMP100763,Budi Pamungkas,3.0,135.0,34.0,3.0,4.0,2.0,3.0,3.0
EMP100764,Nugroho Pradana,3.0,110.0,18.0,2.0,2.0,3.0,3.0,3.0
EMP100765,Utami Hidayat,3.0,100.0,27.0,3.0,,2.0,3.0,3.0
EMP100766,Zaki Adi Utami,2.0,120.0,36.0,2.0,2.0,2.0,1.0,99.0
EMP100767,Zahra Hasibuan,3.0,,35.0,4.0,3.0,3.0,3.0,3.0
EMP100768,Nurlita Fadillah Kusuma,1.0,129.0,33.0,1.0,2.0,2.0,1.0,1.0
EMP100769,Ari Halim,3.0,80.0,35.0,4.0,2.0,3.0,3.0,
EMP100770,Arif Qolbi Saputra,2.0,,29.0,,2.0,,2.0,3.0
EMP100771,Rani Aji Herlambang,4.0,,,,4.0,4.0,4.0,5.0
EMP100772,Ayunda Subekti,3.0,88.0,29.0,3.0,4.0,3.0,3.0,3.0
EMP100773,Ayu Hidayat,3.0,130.0,23.0,3.0,3.0,,3.0,4.0
EMP100774,Maya Sinaga,1.0,83.0,29.0,1.0,1.0,1.0,1.0,1.0
EMP100775,Kartika Anggara,2.0,104.0,29.0,2.0,2.0,3.0,2.0,2.0
EMP100776,Yuni Gunawan,3.0,139.0,38.0,4.0,2.0,3.0,3.0,3.0
EMP100777,Ahmad Fadillah Pratama,1.0,113.0,24.0,1.0,1.0,1.0,1.0,2.0
EMP100778,Arif Qolbi Suharto,4.0,,25.0,5.0,4.0,0.0,4.0,4.0
EMP100779,Ari Dharma Utami,,104.0,21.0,1.0,1.0,,1.0,1.0
EMP100780,Luthfi Pamungkas,4.0,118.0,31.0,4.0,,,4.0,5.0
EMP100781,Bayu Yulianto,3.0,131.0,26.0,3.0,3.0,,3.0,2.0
EMP100782,Adit Utama Siregar,3.0,,,3.0,3.0,3.0,3.0,3.0
EMP100783,Kartika Wijaya Permadi,4.0,128.0,32.0,4.0,5.0,4.0,4.0,4.0
EMP100784,Rendra Yulianto,1.0,101.0,31.0,1.0,1.0,1.0,1.0,
EMP100785,Umar Fadillah Handayani,5.0,96.0,34.0,5.0,,5.0,5.0,4.0
EMP100786,Nadia Baskara Halim,1.0,88.0,22.0,2.0,1.0,1.0,1.0,1.0
EMP100787,Iman Lestari Tamba,4.0,101.0,41.0,4.0,,,4.0,3.0
EMP100788,Bayu Kusuma Hidayat,1.0,139.0,31.0,1.0,,1.0,,2.0
EMP100789,Oka Halim Setiawan,4.0,125.0,31.0,4.0,4.0,3.0,4.0,4.0
EMP100790,Joko Tri Lestari,1.0,126.0,26.0,1.0,,1.0,1.0,1.0
EMP100791,Rizki Saputra,2.0,126.0,19.0,2.0,1.0,1.0,,3.0
EMP100792,Budi Yudhistira Pratama,,117.0,17.0,99.0,,4.0,5.0,5.0
EMP100793,Zahra Rohman,4.0,133.0,17.0,4.0,4.0,3.0,4.0,3.0
EMP100794,Wulan Kusuma Mahendra,3.0,,20.0,4.0,3.0,3.0,3.0,3.0
EMP100795,Nugroho Nugroho,3.0,126.0,27.0,3.0,4.0,3.0,3.0,4.0
EMP100796,Adi Ridwan,4.0,95.0,31.0,4.0,4.0,4.0,5.0,3.0
EMP100797,Rani Maulida,3.0,122.0,19.0,3.0,2.0,3.0,3.0,
EMP100798,Valdo Rachman Wibowo,1.0,132.0,28.0,1.0,1.0,1.0,1.0,1.0
EMP100799,Fitri Ganesha Yulianto,,128.0,28.0,4.0,4.0,4.0,3.0,4.0
EMP100800,Intan Wibowo,2.0,86.0,30.0,2.0,2.0,2.0,3.0,2.0
EMP100801,Umar Ridwan,2.0,110.0,28.0,2.0,1.0,2.0,,3.0
EMP100802,Dimas Kusuma Indrawan,4.0,112.0,27.0,4.0,5.0,3.0,5.0,4.0
EMP100803,Maya Kusuma Putra,5.0,136.0,30.0,5.0,5.0,5.0,5.0,5.0
EMP100804,Luthfi Hidayat,3.0,,,3.0,3.0,3.0,6.0,4.0
EMP100805,Oktavia Pratama,4.0,126.0,22.0,2.0,3.0,2.0,3.0,2.0
EMP100806,Dwi Kurniawan,,83.0,24.0,4.0,4.0,4.0,5.0,5.0
EMP100807,Cahyo Pradana,3.0,,,4.0,3.0,3.0,2.0,3.0
EMP100808,Mahendra Firmansyah,2.0,107.0,27.0,2.0,2.0,2.0,3.0,2.0
EMP100809,Dian Nugroho,2.0,95.0,15.0,3.0,2.0,2.0,1.0,2.0
EMP100810,Mahendra Tri Permadi,3.0,,,3.0,3.0,3.0,2.0,3.0
EMP100811,Tania Aji Ramadhan,3.0,113.0,36.0,3.0,3.0,4.0,3.0,2.0
EMP100812,Lestari Herlambang,4.0,110.0,26.0,4.0,5.0,5.0,5.0,3.0
EMP100813,Vania Baskara Utami,3.0,80.0,25.0,3.0,3.0,3.0,4.0,3.0
EMP100814,Vania Setiawan,3.0,94.0,38.0,3.0,3.0,,3.0,4.0
EMP100815,Andi Dharma Saputra,3.0,135.0,26.0,2.0,3.0,2.0,,3.0
EMP100816,Bella Aji Ginting,2.0,,,1.0,2.0,2.0,,2.0
EMP100817,Oka Handayani,4.0,140.0,19.0,4.0,5.0,4.0,4.0,4.0
EMP100818,Fajar Qolbi Rahmawati,4.0,124.0,29.0,4.0,4.0,4.0,4.0,4.0
EMP100819,Prasetyo Kusuma Putra,4.0,103.0,25.0,4.0,4.0,5.0,4.0,3.0
EMP100820,Rizky Pratama,4.0,98.0,14.0,4.0,4.0,3.0,4.0,4.0
EMP100821,Kartika Saputra,4.0,132.0,36.0,4.0,5.0,5.0,3.0,
EMP100822,Maya Lukman,3.0,95.0,28.0,,2.0,3.0,4.0,4.0
EMP100823,Hana Aji Hidayat,4.0,123.0,23.0,4.0,3.0,4.0,5.0,5.0
EMP100824,Intan Suharto,1.0,127.0,30.0,1.0,1.0,2.0,1.0,2.0
EMP100825,Yuni Handayani,,135.0,34.0,5.0,5.0,99.0,5.0,5.0
EMP100826,Ayu Rachman Subekti,3.0,125.0,25.0,3.0,3.0,4.0,3.0,3.0
EMP100827,Oktavia Candra Kurniawan,4.0,118.0,13.0,3.0,3.0,4.0,3.0,4.0
EMP100828,Umar Hidayat,3.0,92.0,37.0,3.0,3.0,3.0,3.0,3.0
EMP100829,Bayu Wibowo,4.0,109.0,31.0,4.0,4.0,5.0,4.0,3.0
EMP100830,Hana Herlambang,5.0,132.0,20.0,4.0,5.0,5.0,5.0,5.0
EMP100831,Dwi Iqbal Halim,,96.0,35.0,4.0,3.0,3.0,4.0,
EMP100832,Eko Suharto,3.0,,,3.0,3.0,,4.0,3.0
EMP100833,Andi Wijaya,4.0,104.0,27.0,99.0,4.0,4.0,3.0,4.0
EMP100834,Nadia Rachman Pratomo,4.0,107.0,31.0,3.0,3.0,3.0,5.0,4.0
EMP100835,Nurlita Purnama,2.0,,27.0,2.0,2.0,2.0,2.0,2.0
EMP100836,Luthfi Simanjuntak,5.0,105.0,15.0,5.0,5.0,5.0,4.0,5.0
EMP100837,Nadia Ananda,,126.0,28.0,4.0,4.0,4.0,3.0,4.0
EMP100838,Nurlita Permadi,,135.0,35.0,5.0,5.0,5.0,5.0,5.0
EMP100839,Yuni Rohman,3.0,125.0,35.0,3.0,2.0,4.0,,3.0
EMP100840,Sari Halim Ramadhan,1.0,,,1.0,2.0,2.0,1.0,1.0
EMP100841,Zaki Syahputra,4.0,96.0,25.0,5.0,4.0,4.0,4.0,4.0
EMP100842,Umar Candra Siregar,4.0,136.0,26.0,3.0,4.0,3.0,4.0,4.0
EMP100843,Dinda Kurniawan,3.0,122.0,31.0,2.0,3.0,4.0,3.0,3.0
EMP100844,Rizka Gunawan,4.0,94.0,31.0,3.0,4.0,4.0,3.0,3.0
EMP100845,Rama Qolbi Maulana,2.0,,,,1.0,2.0,3.0,
EMP100846,Zaki Rahmawati,1.0,108.0,41.0,1.0,2.0,2.0,2.0,1.0
EMP100847,Oka Saputra Sinaga,4.0,106.0,21.0,3.0,4.0,4.0,4.0,3.0
EMP100848,Rifqi Hartanto,3.0,108.0,14.0,3.0,3.0,2.0,4.0,3.0
EMP100849,Yuni Purnama,,98.0,23.0,2.0,1.0,,1.0,
EMP100850,Eko Mahardika Suharto,4.0,,,4.0,3.0,4.0,4.0,4.0
EMP100851,Ari Pratama,3.0,137.0,21.0,3.0,4.0,3.0,3.0,3.0
EMP100852,Anisa Siregar,2.0,115.0,35.0,2.0,,3.0,1.0,3.0
EMP100853,Umar Zulfikar,4.0,89.0,29.0,3.0,4.0,4.0,3.0,
EMP100854,Rama Putra,2.0,126.0,21.0,2.0,2.0,1.0,2.0,2.0
EMP100855,Satya Tamba,2.0,128.0,16.0,3.0,1.0,2.0,3.0,3.0
EMP100856,Ahmad Pratama,1.0,94.0,23.0,2.0,1.0,1.0,2.0,1.0
EMP100857,Ayu Aji Maulida,,136.0,46.0,1.0,1.0,1.0,1.0,
EMP100858,Maya Fadillah Utami,4.0,135.0,32.0,4.0,4.0,4.0,4.0,4.0
EMP100859,Vania Indrawan,4.0,,,4.0,,4.0,4.0,
EMP100860,Bella Anugrah Rohman,4.0,135.0,25.0,4.0,4.0,5.0,4.0,4.0
EMP100861,Yoga Putra,3.0,92.0,27.0,3.0,3.0,3.0,3.0,3.0
EMP100862,Ayu Saputra,3.0,106.0,35.0,2.0,3.0,3.0,4.0,4.0
EMP100863,Zaki Lestari Rohman,4.0,89.0,18.0,,3.0,3.0,4.0,4.0
EMP100864,Ayu Rohman,3.0,133.0,22.0,2.0,,3.0,4.0,
EMP100865,Anisa Pramudita Pamungkas,4.0,122.0,25.0,4.0,5.0,4.0,5.0,4.0
EMP100866,Ayunda Rachman Utami,,132.0,26.0,4.0,2.0,3.0,,3.0
EMP100867,Umar Suharto,2.0,84.0,28.0,2.0,2.0,3.0,2.0,1.0
EMP100868,Ayunda Iqbal Situmorang,1.0,117.0,20.0,1.0,1.0,1.0,1.0,1.0
EMP100869,Budi Wibowo,4.0,130.0,28.0,5.0,4.0,4.0,4.0,4.0
EMP100870,Dwi Halim Subekti,3.0,97.0,25.0,2.0,3.0,,3.0,2.0
EMP100871,Rizka Anggara,3.0,116.0,20.0,3.0,,3.0,3.0,3.0
EMP100872,Citra Maulana,1.0,101.0,32.0,1.0,1.0,2.0,,1.0
EMP100873,Teguh Wijaya,4.0,,,5.0,3.0,4.0,4.0,4.0
EMP100874,Putri Fadillah Sinaga,2.0,,,3.0,3.0,3.0,2.0,1.0
EMP100875,Teguh Zulfikar Rahmawati,4.0,125.0,35.0,4.0,3.0,5.0,4.0,4.0
EMP100876,Nugroho Lestari,2.0,90.0,21.0,3.0,2.0,,3.0,3.0
EMP100877,Bella Herlambang,3.0,,,3.0,4.0,2.0,3.0,3.0
EMP100878,Citra Purnama,3.0,83.0,25.0,3.0,4.0,3.0,4.0,3.0
EMP100879,Evi Mahendra,2.0,116.0,17.0,2.0,2.0,3.0,3.0,2.0
EMP100880,Zahra Siregar,4.0,92.0,36.0,4.0,3.0,4.0,4.0,5.0
EMP100881,Kartika Purnama,5.0,89.0,30.0,4.0,5.0,5.0,5.0,5.0
