employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,papi_score
EMP100950,Budi Rohman,739792,4,2,4,3,4,2,2,1,2,70,46,57,DS,Dominant-Steadiness,ENFP,108.0,40.0,5,4.684210526315789
EMP100951,Rama Rachman Wijaya,278658,2,2,2,1,5,3,2,1,1,20,87,73,IS,Influencer-Steadiness,ISFP,140.0,26.0,8,5.526315789473684
EMP100952,Yuni Lukman,305151,1,1,3,3,2,2,1,4,2,20,41,63,CI,Conscientious-Influencer,ESTP,80.0,26.0,1,4.2631578947368425
EMP100953,Hadi Anugrah Yulianto,794999,3,2,4,2,5,3,2,1,3,51,95,95,CD,Conscientious-Dominant,INFP,,43.0,3,5.315789473684211
EMP100954,Ayu Yudhistira Ridwan,464247,3,2,5,3,3,3,2,2,3,3,45,41,SD,Steadiness-Dominant,ESTJ,90.0,17.0,10,5.052631578947368
EMP100955,Evi Lestari Wibowo,857867,1,4,4,2,5,2,2,2,1,48,89,47,DS,Dominant-Steadiness,ISFP,118.0,32.0,8,4.5
EMP100956,Anisa Suharto,511921,1,3,2,3,3,2,3,3,5,39,22,80,IC,Influencer-Conscientious,ISFJ,120.0,16.0,6,5.277777777777778
EMP100957,Julia Zulfikar Saputra,561156,1,3,2,1,3,2,1,4,6,43,89,47,SI,Steadiness-Influencer,INFJ,90.0,32.0,7,4.789473684210527
EMP100958,Arif Wijaya Pamungkas,325441,4,4,1,4,1,1,2,2,2,79,55,54,CD,Conscientious-Dominant,ISFP,,,8,4.588235294117647
EMP100959,Mahendra Fadillah Ananda,484361,1,4,5,1,5,2,2,1,3,35,29,31,ID,Influencer-Dominant,ENTP,117.0,26.0,1,4.8125
EMP100960,Bayu Nabila Maulida,688451,4,2,4,2,1,1,1,2,5,29,23,30,IC,Influencer-Conscientious,ISFJ,107.0,42.0,2,4.888888888888889
EMP100961,Dinda Siregar,524821,3,1,3,6,2,1,3,1,5,29,48,90,CS,Conscientious-Steadiness,ISTP,92.0,30.0,3,4.7368421052631575
EMP100962,Kartika Wibowo,465320,4,3,5,1,3,2,3,1,6,40,79,61,,Dominant-Influencer,INFJ,135.0,31.0,9,4.894736842105263
EMP100963,Ahmad Permadi,841211,3,2,4,4,1,2,3,3,3,56,66,43,DI,Dominant-Influencer,ISFP,,,4,5.823529411764706
EMP100964,Cahyo Ginting,759272,2,1,4,4,5,1,2,1,5,62,37,68,,Steadiness-Dominant,INTJ,,,4,4.888888888888889
EMP100965,Intan Dharma Suharto,579307,2,3,3,5,1,2,1,4,4,37,51,74,CS,Conscientious-Steadiness,INFP,126.0,28.0,1,4.611111111111111
EMP100966,Ayu Wijaya Hasibuan,619858,2,2,4,6,4,2,1,2,2,59,21,36,ID,Influencer-Dominant,INFP,140.0,41.0,2,5.5625
EMP100967,Joko Lestari,493467,4,2,5,3,5,1,1,1,4,42,40,81,DC,Dominant-Conscientious,INTP,99.0,38.0,5,4.842105263157895
EMP100968,Vania Yudhistira Wibowo,335514,2,4,1,3,5,1,2,3,5,30,60,58,IS,Influencer-Steadiness,ENTP,124.0,32.0,2,4.75
EMP100969,Nugroho Lukman,282088,3,1,5,5,1,2,2,2,6,53,45,41,IC,Influencer-Conscientious,ISFJ,117.0,37.0,7,6.166666666666667
EMP100970,Zaki Candra Ramadhan,506635,4,2,3,6,5,1,2,4,1,26,22,43,DC,Dominant-Conscientious,INTJ,108.0,32.0,5,4.7368421052631575
EMP100971,Lestari Ananda,480581,1,2,4,2,5,2,3,4,1,22,91,89,CI,Conscientious-Influencer,ENFJ,102.0,38.0,2,4.588235294117647
EMP100972,Dian Lukman,620442,4,2,2,4,5,3,2,3,6,72,37,66,CS,Conscientious-Steadiness,ESFJ,,,7,5.421052631578948
EMP100973,Anisa Wijaya,231132,1,3,1,3,4,2,2,1,6,45,58,76,SD,Steadiness-Dominant,ENTJ,114.0,28.0,9,4.25
EMP100974,Luthfi Lestari,203287,2,4,2,4,2,3,1,1,4,43,35,22,IS,Influencer-Steadiness,INFJ,,,6,5.764705882352941
EMP100975,Dwi Maulida,454327,3,2,1,6,2,1,3,4,1,75,36,70,DI,Dominant-Influencer,ISFJ,,38.0,7,5.277777777777778
EMP100976,Budi Suharto,489743,1,2,3,2,5,3,2,4,1,72,50,99,,Dominant-Influencer,ENTP,92.0,20.0,9,4.222222222222222
EMP100977,Rifqi Syahputra,522498,3,4,3,4,4,1,3,1,6,49,28,73,IC,Influencer-Conscientious,ISTJ,,,3,4.421052631578948
EMP100978,Ari Aji Pratama,944946,4,1,3,5,4,3,3,2,6,8,35,84,ID,Influencer-Dominant,INTJ,134.0,27.0,10,4.95
EMP100979,Anisa Mahardika Pradana,249918,3,4,3,5,1,2,3,4,5,87,27,24,SC,Steadiness-Conscientious,ENTP,111.0,25.0,8,5.157894736842105
EMP100980,Evi Nabila Siregar,634952,1,4,6,1,3,2,2,1,3,39,65,22,SC,Steadiness-Conscientious,ENTP,124.0,30.0,2,5.5
EMP100981,Bayu Anugrah Sinaga,919986,1,2,3,3,2,1,1,2,3,66,67,56,IC,Influencer-Conscientious,ISFP,138.0,28.0,6,5.2
EMP100982,Hana Wijaya,209571,3,2,5,6,5,3,3,1,1,15,62,21,DC,Dominant-Conscientious,ISTP,94.0,35.0,1,5.2105263157894735
EMP100983,Iman Mahardika Utami,573134,1,4,3,1,2,3,3,1,2,67,48,94,CD,Conscientious-Dominant,INTP,120.0,26.0,3,6.0
EMP100984,Wulan Zulfikar Lestari,434006,4,2,2,2,1,2,1,3,1,33,44,64,SC,Steadiness-Conscientious,ESTJ,118.0,24.0,6,5.631578947368421
EMP100985,Sari Halim Fauziah,364648,3,4,3,3,1,3,1,4,3,27,36,81,SI,Steadiness-Influencer,ISFJ,89.0,29.0,6,5.055555555555555
EMP100986,Novi Tamba,893147,4,2,3,2,1,3,3,3,5,65,59,70,DI,Dominant-Influencer,ESTJ,101.0,16.0,9,5.888888888888889
EMP100987,Prasetyo Purnama,105970,2,3,1,4,1,1,3,2,2,44,39,26,ID,Influencer-Dominant,ENFJ,,,2,4.6875
EMP100988,Prasetyo Zulfikar,195840,2,2,2,6,3,2,2,3,1,40,47,23,DS,Dominant-Steadiness,ESTP,116.0,18.0,6,4.315789473684211
EMP100989,Hadi Yudhistira Siregar,213873,4,1,5,5,2,1,1,3,2,38,92,35,CS,Conscientious-Steadiness,INFP,109.0,22.0,5,4.941176470588236
EMP100990,Oka Ananda,789945,4,3,6,4,2,3,1,1,6,59,40,32,DI,Dominant-Influencer,ESTJ,,,3,4.35
EMP100991,Lestari Lukman,391389,4,4,6,4,2,2,1,1,2,35,64,41,CI,Conscientious-Influencer,INFJ,,,9,4.666666666666667
EMP100992,Kurnia Tamba,705683,2,2,2,5,3,2,1,1,6,50,22,29,,Influencer-Conscientious,ISTJ,,31.0,10,5.2105263157894735
EMP100993,Wulan Purnama,997446,1,4,2,5,5,3,3,3,3,36,40,97,DI,Dominant-Influencer,INFJ,127.0,26.0,2,5.0
EMP100994,Rizka Kusuma Rahmawati,632384,2,1,4,2,2,1,2,3,5,80,62,75,SC,Steadiness-Conscientious,INTJ,136.0,34.0,8,6.2105263157894735
EMP100995,Anisa Ramadhan,964845,1,4,2,2,2,1,3,3,5,90,35,52,SD,Steadiness-Dominant,ESTJ,117.0,30.0,7,4.833333333333333
EMP100996,Anisa Saputra,218963,2,1,1,2,2,1,2,1,4,56,98,84,SD,Steadiness-Dominant,ESTJ,106.0,43.0,8,4.95
EMP100997,Dwi Setiawan,675998,4,3,6,6,2,1,1,1,6,88,85,28,IC,Influencer-Conscientious,ISTP,105.0,27.0,8,5.7
EMP100998,Citra Pratama,311233,1,1,1,5,2,2,2,4,4,60,43,73,,Conscientious-Influencer,ISFJ,102.0,31.0,5,5.764705882352941
EMP100999,Rani Pratama,752447,4,3,5,1,4,3,1,3,3,7,45,35,CS,Conscientious-Steadiness,,136.0,23.0,2,4.444444444444445
EMP101000,Eko Maulida,230470,1,1,3,6,4,3,2,2,5,27,80,59,ID,Influencer-Dominant,ESFP,116.0,34.0,9,5.4
EMP101001,Maya Siregar,771179,2,3,2,1,5,2,2,4,3,42,54,49,SC,Steadiness-Conscientious,INFJ,119.0,17.0,10,4.95
EMP101002,Hadi Pratama,731877,2,1,2,2,4,2,1,4,4,72,26,74,CS,Conscientious-Steadiness,,85.0,24.0,9,5.2105263157894735
EMP101003,Bella Utama Zulfikar,991012,2,3,5,3,1,2,1,2,4,55,90,74,,Dominant-Influencer,ISFP,100.0,29.0,6,5.2105263157894735
EMP101004,Kurnia Ananda,928551,4,2,4,5,5,3,2,4,3,76,34,28,SC,Steadiness-Conscientious,ISFP,83.0,32.0,9,4.6
EMP101005,Eko Ganesha Kurniawan,616390,2,3,5,1,3,2,1,3,5,25,23,75,ID,Influencer-Dominant,,115.0,17.0,4,5.444444444444445
EMP101006,Yuni Pratama,942625,1,4,5,2,5,3,1,4,5,68,71,40,SI,Steadiness-Influencer,ENFP,132.0,24.0,4,4.823529411764706
EMP101007,Prasetyo Subekti,794481,4,2,2,2,5,3,3,4,3,55,82,45,SI,Steadiness-Influencer,ISTJ,85.0,33.0,3,5.8125
EMP101008,Oka Putra,257490,4,1,1,2,3,1,1,4,3,98,63,62,SC,Steadiness-Conscientious,ISFJ,138.0,17.0,7,4.789473684210527
EMP101009,Lestari Dharma Herlambang,708873,4,3,3,1,3,3,1,4,3,46,50,42,SD,Steadiness-Dominant,INTJ,88.0,15.0,9,5.2
EMP101010,Nabila Santoso,749823,4,3,1,6,1,1,3,4,3,97,63,30,CD,Conscientious-Dominant,INTP,125.0,35.0,9,4.578947368421052
EMP101011,Wahyu Jatmiko Siregar,828769,2,3,1,2,2,3,3,4,4,42,72,48,CD,Conscientious-Dominant,ESFJ,134.0,28.0,5,4.35
EMP101012,Prasetyo Ginting,549422,2,1,4,4,3,2,2,1,3,56,29,85,DC,Dominant-Conscientious,ISTP,,,9,5.157894736842105
EMP101013,Putri Pratomo,779125,1,4,4,2,1,3,2,1,2,69,32,86,CS,Conscientious-Steadiness,ENTP,89.0,32.0,4,5.833333333333333
EMP101014,Nurlita Salsabila,338900,2,1,1,2,1,1,1,2,3,35,70,28,DC,Dominant-Conscientious,ESTP,130.0,39.0,10,4.388888888888889
EMP101015,Umar Wijaya,547334,3,3,4,1,5,3,1,4,4,28,56,98,,Influencer-Steadiness,ENFP,118.0,28.0,5,4.722222222222222
EMP101016,Vania Pratomo,117075,2,2,3,3,3,2,1,4,3,80,85,79,CI,Conscientious-Influencer,INTP,117.0,20.0,5,5.526315789473684
EMP101017,Nugroho Lestari Gunawan,578511,2,3,3,2,4,2,3,2,2,0,68,93,,Dominant-Influencer,ISFP,140.0,17.0,8,4.684210526315789
EMP101018,Rani Kusuma,393025,2,2,6,6,2,1,1,2,5,41,56,65,SC,Steadiness-Conscientious,ESFJ,120.0,27.0,9,4.277777777777778
EMP101019,Hadi Mahardika Ridwan,906909,1,3,1,5,2,2,1,3,6,39,44,68,DI,Dominant-Influencer,ENTP,107.0,27.0,9,4.411764705882353
EMP101020,Wahyu Hidayat,148986,1,4,4,2,4,1,3,1,4,68,82,85,IS,Influencer-Steadiness,ESTJ,93.0,31.0,8,6.571428571428571
EMP101021,Rani Fadillah Maulana,379798,3,4,5,6,3,3,3,4,3,8,48,60,SC,Steadiness-Conscientious,,135.0,28.0,10,4.333333333333333
EMP101022,Hadi Siregar,134033,2,1,6,4,5,3,3,3,5,65,42,97,DC,Dominant-Conscientious,INTJ,,,10,5.0
EMP101023,Yuni Ginting,460178,2,4,3,1,1,3,2,1,6,33,76,45,,Conscientious-Steadiness,,137.0,24.0,5,5.611111111111111
EMP101024,Citra Situmorang,688308,4,2,6,6,5,1,2,1,6,30,52,38,ID,Influencer-Dominant,ISFJ,98.0,23.0,2,4.944444444444445
EMP101025,Tania Lestari Indrawan,297587,3,1,5,5,4,1,2,4,4,29,42,83,CS,Conscientious-Steadiness,ISTP,122.0,24.0,6,4.157894736842105
EMP101026,Eko Santoso,739417,1,4,6,4,2,3,3,4,1,83,86,91,SC,Steadiness-Conscientious,ISTJ,,,2,5.666666666666667
EMP101027,Kartika Anugrah Halim,720859,2,3,4,3,2,3,1,1,4,47,89,37,IC,Influencer-Conscientious,ISFJ,140.0,30.0,7,5.368421052631579
EMP101028,Dwi Sinaga,365169,2,4,4,3,2,3,2,1,3,45,65,78,,Conscientious-Steadiness,INFP,130.0,32.0,2,5.888888888888889
EMP101029,Ayunda Situmorang,443416,1,1,5,6,4,2,3,2,2,31,22,84,DC,Dominant-Conscientious,ISTJ,103.0,30.0,1,4.35
EMP101030,Dimas Ananda,999361,2,4,3,4,2,2,1,1,5,56,86,64,CD,Conscientious-Dominant,ESFJ,,,10,4.105263157894737
EMP101031,Putri Wijaya,150376,2,2,5,3,2,3,3,3,4,36,69,50,IC,Influencer-Conscientious,INTP,87.0,32.0,3,5.5625
EMP101032,Zaki Utama Pratomo,536520,4,2,2,2,3,1,2,2,4,41,72,92,IS,Influencer-Steadiness,ENTJ,96.0,29.0,4,4.882352941176471
EMP101033,Citra Saputra,659460,2,2,6,2,2,3,2,3,4,27,92,74,ID,Influencer-Dominant,ENTJ,140.0,32.0,7,5.0
EMP101034,Citra Rohman,578591,3,2,3,5,4,3,3,4,2,34,69,23,,Influencer-Dominant,,117.0,27.0,10,4.0625
EMP101035,Luthfi Zulfikar,777863,2,2,3,3,3,1,1,1,4,48,96,95,ID,Influencer-Dominant,ENFJ,119.0,25.0,10,5.066666666666666
EMP101036,Mahendra Santoso,631368,3,1,3,1,3,3,3,1,5,37,100,99,SC,Steadiness-Conscientious,ENFP,131.0,22.0,9,4.294117647058823
EMP101037,Rani Utama Gunawan,326021,1,4,5,1,3,1,3,2,5,2,28,58,SC,Steadiness-Conscientious,ENFP,138.0,22.0,5,4.368421052631579
EMP101038,Ayunda Lestari Sinaga,121286,3,1,5,6,4,1,1,1,3,43,82,100,CS,Conscientious-Steadiness,,124.0,32.0,8,5.15
EMP101039,Fajar Pamungkas,347604,2,4,6,5,4,1,2,4,5,31,72,78,ID,Influencer-Dominant,ISTJ,111.0,29.0,2,4.842105263157895
EMP101040,Ayunda Hidayat,518158,1,2,3,4,3,2,3,3,1,73,99,56,IC,Influencer-Conscientious,ISFP,,,1,5.55
EMP101041,Hana Dharma Hidayat,980204,2,3,1,2,5,3,3,3,6,50,77,57,CS,Conscientious-Steadiness,INTP,,35.0,1,5.5
EMP101042,Lestari Utami,888516,4,3,4,4,1,1,1,2,1,5,62,77,IS,Influencer-Steadiness,INFJ,,,2,5.157894736842105
EMP101043,Joko Rachman Setiawan,431590,3,3,4,4,1,1,3,4,2,37,50,50,SD,Steadiness-Dominant,ENFJ,,,9,3.631578947368421
EMP101044,Nabila Lestari Sinaga,100965,4,4,4,2,1,2,2,3,5,58,98,22,CI,Conscientious-Influencer,ISTJ,94.0,41.0,2,4.55
EMP101045,Putri Mahendra,461838,4,4,1,5,1,2,3,3,4,59,44,62,DC,Dominant-Conscientious,INFP,139.0,21.0,9,5.421052631578948
EMP101046,Rama Wibowo,612536,4,1,6,3,4,3,2,2,6,56,60,91,IS,Influencer-Steadiness,ISTP,119.0,35.0,7,6.166666666666667
EMP101047,Lestari Ganesha Fauziah,420981,4,1,4,1,2,3,3,3,6,55,82,80,SI,Steadiness-Influencer,ESFJ,89.0,23.0,7,3.8947368421052633
EMP101048,Rama Nabila Hasibuan,330012,2,4,6,3,3,1,2,3,2,51,33,45,ID,Influencer-Dominant,INTP,81.0,30.0,5,4.111111111111111
EMP101049,Teguh Subekti,870495,1,2,5,4,3,2,3,3,2,25,67,70,DI,Dominant-Influencer,ENFP,,,6,3.9444444444444446
EMP101050,Dimas Saputra Herlambang,210438,2,2,4,6,1,3,3,1,2,23,47,52,IC,Influencer-Conscientious,ENFJ,91.0,17.0,10,5.388888888888889
EMP101051,Bella Permadi,533982,3,2,6,3,5,2,3,1,2,74,52,41,IS,Influencer-Steadiness,ESTP,111.0,21.0,6,5.894736842105263
EMP101052,Nadia Zulfikar Sinaga,467066,3,3,6,2,5,3,2,4,5,102,95,53,DI,Dominant-Influencer,ISFJ,,33.0,5,5.0
EMP101053,Evi Hartanto,759542,4,1,6,1,3,3,2,2,5,28,74,67,CI,Conscientious-Influencer,ISFJ,133.0,33.0,9,3.6666666666666665
EMP101054,Yuni Erlangga Subekti,656817,3,3,5,3,4,3,3,1,3,12,88,38,CD,Conscientious-Dominant,,118.0,28.0,5,4.941176470588236
EMP101055,Yoga Candra Hartanto,296785,2,1,5,5,3,2,2,3,4,38,63,69,ID,Influencer-Dominant,ESFJ,118.0,25.0,1,5.368421052631579
EMP101056,Umar Hartanto,880589,2,2,3,4,3,3,3,2,5,33,76,52,DI,Dominant-Influencer,,,,2,5.611111111111111
EMP101057,Dinda Anggara,818913,2,2,4,6,2,1,1,4,1,44,20,99,,Influencer-Conscientious,ENTP,119.0,28.0,3,5.470588235294118
EMP101058,Umar Yulianto,532927,4,2,2,1,2,3,1,2,4,31,70,21,ID,Influencer-Dominant,ENTJ,110.0,18.0,3,4.352941176470588
EMP101059,Tania Fadillah Firmansyah,699881,3,3,1,5,3,3,3,1,5,78,24,64,IC,Influencer-Conscientious,ISTP,134.0,28.0,1,5.333333333333333
EMP101060,Galih Fauziah,408249,4,2,3,1,3,1,3,3,6,52,42,69,CI,Conscientious-Influencer,ISFJ,84.0,30.0,7,5.055555555555555
EMP101061,Ayu Handayani,435734,4,2,6,4,3,2,3,3,3,53,91,33,IS,Influencer-Steadiness,ENFP,,,2,5.315789473684211
EMP101062,Rifqi Jatmiko Wijaya,768212,1,3,4,4,1,3,1,4,2,4,91,68,CS,Conscientious-Steadiness,ENTP,,,5,5.1
EMP101063,Rendra Kusuma Siregar,560159,2,2,2,2,5,3,1,1,1,35,54,95,CS,Conscientious-Steadiness,ESFJ,86.0,31.0,2,5.157894736842105
EMP101064,Oktavia Mahendra,497662,2,2,1,5,4,1,1,2,5,78,82,61,,Conscientious-Influencer,INFJ,122.0,25.0,3,4.5
EMP101065,Nabila Kusuma Gunawan,570985,3,3,6,1,1,3,3,2,2,13,92,98,SI,Steadiness-Influencer,INFP,140.0,37.0,5,4.0
EMP101066,Novi Hartanto,827793,1,4,6,6,4,3,1,3,1,27,96,58,SD,Steadiness-Dominant,,85.0,35.0,6,4.176470588235294
EMP101067,Galih Kusuma Ramadhan,392448,2,1,1,6,4,2,2,4,2,1,34,100,IC,Influencer-Conscientious,INFJ,113.0,17.0,9,5.052631578947368
EMP101068,Kurnia Erlangga Maulana,966314,1,2,1,4,3,2,1,3,1,52,49,23,DI,Dominant-Influencer,ESFP,,,2,5.444444444444445
EMP101069,Ayu Erlangga Kurniawan,898560,3,2,2,5,5,1,2,1,5,52,95,42,SD,Steadiness-Dominant,INTP,123.0,20.0,7,4.7368421052631575
EMP101070,Nugroho Hasibuan,503961,1,3,2,2,2,1,3,3,1,52,50,51,CD,Conscientious-Dominant,ESTJ,94.0,35.0,7,4.25
EMP101071,Wulan Pratama,156923,2,4,6,3,2,1,3,1,6,29,58,47,IS,Influencer-Steadiness,ENTJ,122.0,22.0,2,5.55
EMP101072,Adi Pramudita Indrawan,534445,2,3,4,1,3,1,1,3,4,15,22,67,CD,Conscientious-Dominant,INTP,138.0,29.0,5,4.35
EMP101073,Nabila Utami,250951,4,4,5,4,4,2,3,1,1,56,93,86,CI,Conscientious-Influencer,ESTJ,,,7,4.842105263157895
EMP101074,Nabila Aji Kusuma,566059,2,3,1,4,4,2,2,4,5,63,37,23,ID,Influencer-Dominant,ENFP,,,6,4.2105263157894735
EMP101075,Hadi Wijaya Gunawan,494272,4,3,6,6,4,1,1,3,2,97,26,70,DC,Dominant-Conscientious,ISTP,103.0,20.0,10,4.9
EMP101076,Satya Pamungkas,796070,3,4,5,5,3,3,3,3,5,63,66,54,SI,Steadiness-Influencer,ENFJ,80.0,31.0,10,5.375
EMP101077,Hana Dharma Maulida,117103,4,4,6,6,3,1,1,2,3,46,74,92,IS,Influencer-Steadiness,ESTP,96.0,21.0,6,5.0
EMP101078,Satya Saputra,669054,3,1,5,6,4,1,1,4,1,97,59,54,,Influencer-Conscientious,INTJ,135.0,14.0,10,4.875
EMP101079,Bayu Sinaga,463325,2,3,5,6,2,3,2,1,3,5,70,90,CS,Conscientious-Steadiness,INTJ,127.0,27.0,9,4.95
EMP101080,Galih Zulfikar Ramadhan,785890,1,2,1,1,4,2,1,2,1,29,66,37,CS,Conscientious-Steadiness,ISTJ,128.0,19.0,7,4.789473684210527
EMP101081,Putri Nabila Rohman,898136,4,2,1,1,1,1,1,4,5,53,27,42,ID,Influencer-Dominant,ENFP,124.0,30.0,7,4.5
EMP101082,Rani Permadi,212470,1,4,1,5,5,3,1,2,3,43,29,95,CI,Conscientious-Influencer,ESTJ,94.0,26.0,5,4.95
EMP101083,Adit Salsabila,826082,4,1,4,4,5,1,2,4,5,29,58,39,CI,Conscientious-Influencer,ISTP,,,9,5.894736842105263
EMP101084,Fitri Hartanto,471131,4,3,3,6,2,2,2,3,2,47,48,56,ID,Influencer-Dominant,ENFP,139.0,32.0,7,4.842105263157895
EMP101085,Rendra Maulana,629636,2,1,5,5,2,1,3,4,2,120,99,54,CS,Conscientious-Steadiness,ENFJ,94.0,36.0,10,5.2105263157894735
EMP101086,Nugroho Maulana,638811,2,4,2,6,1,3,1,1,5,3,62,32,CD,Conscientious-Dominant,ENFP,116.0,22.0,5,4.2631578947368425
EMP101087,Rendra Saputra Gunawan,318120,3,4,1,5,5,1,2,2,2,86,58,71,SD,Steadiness-Dominant,INFJ,81.0,26.0,3,4.777777777777778
EMP101088,Rama Jatmiko Gunawan,861774,3,4,5,5,4,3,3,1,3,54,99,73,SC,Steadiness-Conscientious,ENFP,114.0,27.0,1,4.65
EMP101089,Nabila Salsabila,983417,3,1,4,2,5,3,1,2,1,33,95,79,CI,Conscientious-Influencer,INFP,127.0,17.0,1,5.052631578947368
EMP101090,Bella Fauziah,674936,3,2,2,3,4,1,1,3,1,74,82,48,DS,Dominant-Steadiness,INFP,129.0,32.0,4,4.352941176470588
EMP101091,Ari Saputra Pamungkas,393266,1,2,5,6,4,1,1,4,4,11,58,36,CS,Conscientious-Steadiness,,117.0,31.0,7,5.0
EMP101092,Rani Gunawan,988740,2,2,1,5,3,1,1,1,2,57,51,30,ID,Influencer-Dominant,INFP,104.0,16.0,4,5.2
EMP101093,Joko Iqbal Lestari,679557,3,1,3,4,4,2,1,4,3,60,22,64,SD,Steadiness-Dominant,ENTJ,,,1,4.2631578947368425
EMP101094,Novi Zulfikar Handayani,891088,1,3,5,3,1,3,1,1,4,27,66,73,SI,Steadiness-Influencer,INTJ,120.0,27.0,8,4.705882352941177
EMP101095,Nadia Simanjuntak,398502,4,1,5,5,5,1,1,3,3,9,21,34,SC,Steadiness-Conscientious,ESFJ,106.0,29.0,2,5.533333333333333
EMP101096,Rizka Wijaya,240175,1,2,2,4,5,3,3,1,3,43,26,38,SD,Steadiness-Dominant,ENFP,,,6,6.176470588235294
EMP101097,Bayu Mahendra,480143,4,4,3,4,4,3,1,3,6,38,23,48,SD,Steadiness-Dominant,ENTJ,,,4,5.055555555555555
EMP101098,Utami Firmansyah,271832,4,4,3,3,3,3,2,2,5,46,96,69,DC,Dominant-Conscientious,ESTP,94.0,30.0,3,5.052631578947368
EMP101099,Nabila Kusuma,776725,1,2,5,2,5,3,1,2,2,84,26,97,IC,Influencer-Conscientious,,113.0,30.0,6,5.052631578947368
EMP101100,Fitri Jatmiko Setiawan,520933,2,3,4,3,2,3,3,2,3,43,50,34,CD,Conscientious-Dominant,ENFJ,124.0,33.0,2,5.421052631578948
EMP101101,Nugroho Yudhistira Lukman,912199,3,4,3,4,5,2,1,2,3,9,86,37,DC,Dominant-Conscientious,ESFP,,,8,4.684210526315789
EMP101102,Novi Sinaga,822577,1,3,2,3,2,3,1,3,4,81,73,86,ID,Influencer-Dominant,INTJ,97.0,20.0,1,5.833333333333333
EMP101103,Wulan Lestari Saputra,166683,2,4,5,1,3,3,3,2,6,39,90,71,DI,Dominant-Influencer,INFJ,80.0,28.0,1,5.0
EMP101104,Oktavia Lestari,317370,2,2,3,2,5,1,3,4,6,65,91,51,DI,Dominant-Influencer,ENFP,120.0,30.0,2,3.95
EMP101105,Kartika Saputra Siregar,488506,2,1,3,4,4,2,1,3,4,36,51,41,CD,Conscientious-Dominant,ENTP,,,2,4.7368421052631575
EMP101106,Sari Siregar,773738,1,1,1,4,5,3,1,2,3,59,60,47,IC,Influencer-Conscientious,ESFJ,,,6,4.777777777777778
EMP101107,Mahendra Fadillah Pradana,295435,2,3,4,6,4,1,3,2,3,51,97,66,CD,Conscientious-Dominant,ESTP,89.0,30.0,7,5.0
EMP101108,Dewi Pradana,432798,4,2,6,3,4,2,3,2,4,21,96,92,SI,Steadiness-Influencer,ISFJ,110.0,22.0,2,6.055555555555555
EMP101109,Bella Suharto,907952,2,4,2,2,3,2,3,4,4,43,31,94,IS,Influencer-Steadiness,ESFP,84.0,26.0,1,4.5
EMP101110,Rani Simanjuntak,779428,4,3,4,6,3,1,3,3,1,63,31,31,CD,Conscientious-Dominant,ENFJ,85.0,29.0,8,4.3
EMP101111,Bella Firmansyah,851783,3,2,2,4,5,2,1,1,3,98,72,57,,Conscientious-Steadiness,ENTJ,,,3,4.35
EMP101112,Budi Firmansyah,316948,2,1,1,5,1,1,1,2,1,52,55,45,DS,Dominant-Steadiness,ISFJ,96.0,40.0,5,5.411764705882353
EMP101113,Evi Syahputra,182862,3,1,4,2,5,3,3,3,2,30,91,66,SD,Steadiness-Dominant,ESTJ,93.0,35.0,5,6.473684210526316
EMP101114,Tania Fauziah,852501,3,1,1,5,3,1,1,1,5,38,27,67,IS,Influencer-Steadiness,ENTJ,84.0,30.0,10,5.0
EMP101115,Valdo Putra,996287,2,3,6,6,3,1,3,1,6,34,46,54,CS,Conscientious-Steadiness,INTP,90.0,26.0,3,5.0588235294117645
EMP101116,Dimas Tri Zulfikar,446942,4,1,4,2,2,1,1,2,1,36,77,59,DI,Dominant-Influencer,ENFP,,29.0,2,4.277777777777778
EMP101117,Rendra Indrawan,719870,3,3,5,4,2,1,3,4,1,57,50,20,DS,Dominant-Steadiness,ENFP,,,4,5.166666666666667
EMP101118,Maya Dharma Kurniawan,391229,2,4,4,3,2,3,3,2,3,1,56,88,DI,Dominant-Influencer,ISFJ,81.0,28.0,8,6.117647058823529
EMP101119,Utami Lestari,375473,1,1,1,4,3,1,1,2,3,40,82,72,DS,Dominant-Steadiness,INFP,,,8,3.7777777777777777
EMP101120,Gita Rahmawati,792016,1,1,2,2,5,3,3,1,3,52,69,47,DC,Dominant-Conscientious,INTP,97.0,15.0,5,4.388888888888889
EMP101121,Gita Hasibuan,685201,3,1,5,2,1,1,3,1,1,28,60,49,SC,Steadiness-Conscientious,ISFJ,132.0,35.0,4,5.25
EMP101122,Maya Utami,793959,3,1,1,5,3,2,2,1,2,48,88,68,,Dominant-Conscientious,INTJ,95.0,19.0,5,4.555555555555555
EMP101123,Dian Kurniawan,810966,2,4,2,6,3,2,1,3,4,50,95,64,SI,Steadiness-Influencer,ESFJ,87.0,23.0,5,5.157894736842105
EMP101124,Cahyo Tri Maulida,585533,1,3,1,6,3,3,1,3,6,77,80,35,CD,Conscientious-Dominant,ESFP,,29.0,9,5.111111111111111
EMP101125,Nabila Halim,783923,3,4,6,6,2,2,3,2,6,18,38,60,IS,Influencer-Steadiness,ESTJ,115.0,27.0,10,4.315789473684211
